sample,scenario,method,feature,weight
all_managers,caps_x0.5,critic,publications_count,0.012702503518292451
all_managers,caps_x0.5,critic,has_research_experience,0.05518246324051868
all_managers,caps_x0.5,critic,research_experience_years,0.015313842284440713
all_managers,caps_x0.5,critic,patents_count,0.013154618288326021
all_managers,caps_x0.5,critic,experience_years_same_sector,0.05347693530575571
all_managers,caps_x0.5,critic,experience_years_same_industry,0.05406718033746842
all_managers,caps_x0.5,critic,experience_years_same_industry_group,0.052523439855783616
all_managers,caps_x0.5,critic,professional_experience_years,0.04488414227665846
all_managers,caps_x0.5,critic,has_experience_same_sector,0.03043958979454868
all_managers,caps_x0.5,critic,has_experience_same_industry,0.03660443406093755
all_managers,caps_x0.5,critic,has_experience_same_industry_group,0.03271222358219178
all_managers,caps_x0.5,critic,has_other_company_management,0.06324409707761186
all_managers,caps_x0.5,critic,current_company_experience_years,0.05082730234937642
all_managers,caps_x0.5,max_variance,education_bachelor_or_higher,1.0
all_managers,caps_x0.5,max_variance,education_master_or_higher,0.0
all_managers,caps_x0.5,max_variance,education_doctoral,0.0
all_managers,caps_x0.5,max_variance,has_mba_emba,0.0
all_managers,caps_x0.5,max_variance,has_foreign_education,0.0
all_managers,caps_x0.5,max_variance,has_professional_retraining,0.0
all_managers,caps_x0.5,max_variance,has_law_education,0.0
all_managers,caps_x0.5,max_variance,has_economics_education,0.0
all_managers,caps_x0.5,max_variance,publications_count,0.0
all_managers,caps_x0.5,max_variance,has_research_experience,0.0
all_managers,caps_x0.5,max_variance,research_experience_years,0.0
all_managers,caps_x0.5,max_variance,patents_count,0.0
all_managers,caps_x0.5,max_variance,experience_years_same_sector,0.0
all_managers,caps_x0.5,max_variance,experience_years_same_industry,0.0
all_managers,caps_x0.5,max_variance,experience_years_same_industry_group,0.0
all_managers,caps_x0.5,max_variance,professional_experience_years,0.0
all_managers,caps_x0.5,max_variance,has_experience_same_sector,0.0
all_managers,caps_x0.5,max_variance,has_experience_same_industry,0.0
all_managers,caps_x0.5,max_variance,has_experience_same_industry_group,0.0
all_managers,caps_x0.5,max_variance,has_other_company_management,0.0
all_managers,caps_x0.5,max_variance,current_company_experience_years,0.0
all_managers,caps_x0.5,max_variance_capped,education_bachelor_or_higher,0.2
all_managers,caps_x0.5,max_variance_capped,education_master_or_higher,0.2
all_managers,caps_x0.5,max_variance_capped,education_doctoral,0.0
all_managers,caps_x0.5,max_variance_capped,has_mba_emba,0.0
all_managers,caps_x0.5,max_variance_capped,has_foreign_education,0.0
all_managers,caps_x0.5,max_variance_capped,has_professional_retraining,0.0
all_managers,caps_x0.5,max_variance_capped,has_law_education,0.0
all_managers,caps_x0.5,max_variance_capped,has_economics_education,0.0
all_managers,caps_x0.5,max_variance_capped,publications_count,0.0
all_managers,caps_x0.5,max_variance_capped,has_research_experience,0.0
all_managers,caps_x0.5,max_variance_capped,research_experience_years,0.0
all_managers,caps_x0.5,max_variance_capped,patents_count,0.0
all_managers,caps_x0.5,max_variance_capped,experience_years_same_sector,0.2
all_managers,caps_x0.5,max_variance_capped,experience_years_same_industry,0.2
all_managers,caps_x0.5,max_variance_capped,experience_years_same_industry_group,0.2
all_managers,caps_x0.5,max_variance_capped,professional_experience_years,0.0
all_managers,caps_x0.5,max_variance_capped,has_experience_same_sector,0.0
all_managers,caps_x0.5,max_variance_capped,has_experience_same_industry,0.0
all_managers,caps_x0.5,max_variance_capped,has_experience_same_industry_group,0.0
all_managers,caps_x0.5,max_variance_capped,has_other_company_management,0.0
all_managers,caps_x0.5,max_variance_capped,current_company_experience_years,0.0
all_managers,baseline,equal,education_bachelor_or_higher,0.047619047619047616
all_managers,baseline,equal,education_master_or_higher,0.047619047619047616
all_managers,baseline,equal,education_doctoral,0.047619047619047616
all_managers,baseline,equal,has_mba_emba,0.047619047619047616
all_managers,baseline,equal,has_foreign_education,0.047619047619047616
all_managers,baseline,equal,has_professional_retraining,0.047619047619047616
all_managers,baseline,equal,has_law_education,0.047619047619047616
all_managers,baseline,equal,has_economics_education,0.047619047619047616
all_managers,baseline,equal,publications_count,0.047619047619047616
all_managers,baseline,equal,has_research_experience,0.047619047619047616
all_managers,baseline,equal,research_experience_years,0.047619047619047616
all_managers,baseline,equal,patents_count,0.047619047619047616
all_managers,baseline,equal,experience_years_same_sector,0.047619047619047616
all_managers,baseline,equal,experience_years_same_industry,0.047619047619047616
all_managers,baseline,equal,experience_years_same_industry_group,0.047619047619047616
all_managers,baseline,equal,professional_experience_years,0.047619047619047616
all_managers,baseline,equal,has_experience_same_sector,0.047619047619047616
all_managers,baseline,equal,has_experience_same_industry,0.047619047619047616
all_managers,baseline,equal,has_experience_same_industry_group,0.047619047619047616
all_managers,baseline,equal,has_other_company_management,0.047619047619047616
all_managers,baseline,equal,current_company_experience_years,0.047619047619047616
all_managers,baseline,critic,education_bachelor_or_higher,0.08195763826810731
all_managers,baseline,critic,education_master_or_higher,0.08107812627585365
all_managers,baseline,critic,education_doctoral,0.06461296454404468
all_managers,baseline,critic,has_mba_emba,0.0778029518126225
all_managers,baseline,critic,has_foreign_education,0.08623854608819785
all_managers,baseline,critic,has_professional_retraining,0.021865467022579955
all_managers,baseline,critic,has_law_education,0.047568318815296946
all_managers,baseline,critic,has_economics_education,0.08312714873478456
all_managers,baseline,critic,publications_count,0.010981495169481366
all_managers,baseline,critic,has_research_experience,0.062117741523531854
all_managers,baseline,critic,research_experience_years,0.011045620824895925
all_managers,baseline,critic,patents_count,0.008379053203888763
all_managers,baseline,critic,experience_years_same_sector,0.03889479164989243
all_managers,baseline,critic,experience_years_same_industry,0.03946153661833557
all_managers,baseline,critic,experience_years_same_industry_group,0.03860524232211167
all_managers,baseline,critic,professional_experience_years,0.027963881481437945
all_managers,baseline,critic,has_experience_same_sector,0.03435650081286777
all_managers,baseline,critic,has_experience_same_industry,0.0413333731593297
all_managers,baseline,critic,has_experience_same_industry_group,0.03693625270531393
all_managers,baseline,critic,has_other_company_management,0.0714727738924143
all_managers,baseline,critic,current_company_experience_years,0.034200575075011265
all_managers,baseline,max_variance,education_bachelor_or_higher,1.0
all_managers,baseline,max_variance,education_master_or_higher,0.0
all_managers,baseline,max_variance,education_doctoral,0.0
all_managers,baseline,max_variance,has_mba_emba,0.0
all_managers,baseline,max_variance,has_foreign_education,0.0
all_managers,baseline,max_variance,has_professional_retraining,0.0
all_managers,baseline,max_variance,has_law_education,0.0
all_managers,baseline,max_variance,has_economics_education,0.0
all_managers,baseline,max_variance,publications_count,0.0
all_managers,baseline,max_variance,has_research_experience,0.0
all_managers,baseline,max_variance,research_experience_years,0.0
all_managers,baseline,max_variance,patents_count,0.0
all_managers,baseline,max_variance,experience_years_same_sector,0.0
all_managers,baseline,max_variance,experience_years_same_industry,0.0
all_managers,baseline,max_variance,experience_years_same_industry_group,0.0
all_managers,baseline,max_variance,professional_experience_years,0.0
all_managers,baseline,max_variance,has_experience_same_sector,0.0
all_managers,baseline,max_variance,has_experience_same_industry,0.0
all_managers,baseline,max_variance,has_experience_same_industry_group,0.0
all_managers,baseline,max_variance,has_other_company_management,0.0
all_managers,baseline,max_variance,current_company_experience_years,0.0
all_managers,baseline,max_variance_capped,education_bachelor_or_higher,0.2
all_managers,baseline,max_variance_capped,education_master_or_higher,0.2
all_managers,baseline,max_variance_capped,education_doctoral,0.0
all_managers,baseline,max_variance_capped,has_mba_emba,0.2
all_managers,baseline,max_variance_capped,has_foreign_education,0.2
all_managers,baseline,max_variance_capped,has_professional_retraining,0.0
all_managers,baseline,max_variance_capped,has_law_education,0.0
all_managers,baseline,max_variance_capped,has_economics_education,0.2
all_managers,baseline,max_variance_capped,publications_count,0.0
all_managers,baseline,max_variance_capped,has_research_experience,0.0
all_managers,baseline,max_variance_capped,research_experience_years,0.0
all_managers,baseline,max_variance_capped,patents_count,0.0
all_managers,baseline,max_variance_capped,experience_years_same_sector,0.0
all_managers,baseline,max_variance_capped,experience_years_same_industry,0.0
all_managers,baseline,max_variance_capped,experience_years_same_industry_group,0.0
all_managers,baseline,max_variance_capped,professional_experience_years,0.0
all_managers,baseline,max_variance_capped,has_experience_same_sector,0.0
all_managers,baseline,max_variance_capped,has_experience_same_industry,0.0
all_managers,baseline,max_variance_capped,has_experience_same_industry_group,0.0
all_managers,baseline,max_variance_capped,has_other_company_management,0.0
all_managers,baseline,max_variance_capped,current_company_experience_years,0.0
all_managers,caps_x2,equal,education_bachelor_or_higher,0.047619047619047616
all_managers,caps_x2,equal,education_master_or_higher,0.047619047619047616
all_managers,caps_x2,equal,education_doctoral,0.047619047619047616
all_managers,caps_x2,equal,has_mba_emba,0.047619047619047616
all_managers,caps_x2,equal,has_foreign_education,0.047619047619047616
all_managers,caps_x2,equal,has_professional_retraining,0.047619047619047616
all_managers,caps_x2,equal,has_law_education,0.047619047619047616
all_managers,caps_x2,equal,has_economics_education,0.047619047619047616
all_managers,caps_x2,equal,publications_count,0.047619047619047616
all_managers,caps_x2,equal,has_research_experience,0.047619047619047616
all_managers,caps_x2,equal,research_experience_years,0.047619047619047616
all_managers,caps_x2,equal,patents_count,0.047619047619047616
all_managers,caps_x2,equal,experience_years_same_sector,0.047619047619047616
all_managers,caps_x2,equal,experience_years_same_industry,0.047619047619047616
all_managers,caps_x2,equal,experience_years_same_industry_group,0.047619047619047616
all_managers,caps_x2,equal,professional_experience_years,0.047619047619047616
all_managers,caps_x2,equal,has_experience_same_sector,0.047619047619047616
all_managers,caps_x2,equal,has_experience_same_industry,0.047619047619047616
all_managers,caps_x2,equal,has_experience_same_industry_group,0.047619047619047616
all_managers,caps_x2,equal,has_other_company_management,0.047619047619047616
all_managers,caps_x2,equal,current_company_experience_years,0.047619047619047616
all_managers,caps_x2,critic,education_bachelor_or_higher,0.09095167277727363
all_managers,caps_x2,critic,education_master_or_higher,0.0900305223381142
all_managers,caps_x2,critic,education_doctoral,0.07167253899595785
all_managers,caps_x2,critic,has_mba_emba,0.08638692941091848
all_managers,caps_x2,critic,has_foreign_education,0.09587824406534812
all_managers,caps_x2,critic,has_professional_retraining,0.02420712808583416
all_managers,caps_x2,critic,has_law_education,0.05270583400986899
all_managers,caps_x2,critic,has_economics_education,0.0923522667132551
all_managers,caps_x2,critic,publications_count,0.0099655754925342
all_managers,caps_x2,critic,has_research_experience,0.06913939716221765
all_managers,caps_x2,critic,research_experience_years,0.0066766940478566435
all_managers,caps_x2,critic,patents_count,0.005029398365606855
all_managers,caps_x2,critic,experience_years_same_sector,0.02175799765463319
all_managers,caps_x2,critic,experience_years_same_industry,0.02207428524633847
all_managers,caps_x2,critic,experience_years_same_industry_group,0.021599329050202648
all_managers,caps_x2,critic,professional_experience_years,0.015545004631479009
all_managers,caps_x2,critic,has_experience_same_sector,0.038103408275500024
all_managers,caps_x2,critic,has_experience_same_industry,0.045846517063210045
all_managers,caps_x2,critic,has_experience_same_industry_group,0.04096637107921197
all_managers,caps_x2,critic,has_other_company_management,0.07955302833249257
all_managers,caps_x2,critic,current_company_experience_years,0.019557857202146225
all_managers,caps_x2,max_variance,education_bachelor_or_higher,1.0
all_managers,caps_x2,max_variance,education_master_or_higher,0.0
all_managers,caps_x2,max_variance,education_doctoral,0.0
all_managers,caps_x2,max_variance,has_mba_emba,0.0
all_managers,caps_x2,max_variance,has_foreign_education,0.0
all_managers,caps_x2,max_variance,has_professional_retraining,0.0
all_managers,caps_x2,max_variance,has_law_education,0.0
all_managers,caps_x2,max_variance,has_economics_education,0.0
all_managers,caps_x2,max_variance,publications_count,0.0
all_managers,caps_x2,max_variance,has_research_experience,0.0
all_managers,caps_x2,max_variance,research_experience_years,0.0
all_managers,caps_x2,max_variance,patents_count,0.0
all_managers,caps_x2,max_variance,experience_years_same_sector,0.0
all_managers,caps_x2,max_variance,experience_years_same_industry,0.0
all_managers,caps_x2,max_variance,experience_years_same_industry_group,0.0
all_managers,caps_x2,max_variance,professional_experience_years,0.0
all_managers,caps_x2,max_variance,has_experience_same_sector,0.0
all_managers,caps_x2,max_variance,has_experience_same_industry,0.0
all_managers,caps_x2,max_variance,has_experience_same_industry_group,0.0
all_managers,caps_x2,max_variance,has_other_company_management,0.0
all_managers,caps_x2,max_variance,current_company_experience_years,0.0
all_managers,caps_x2,max_variance_capped,education_bachelor_or_higher,0.2
all_managers,caps_x2,max_variance_capped,education_master_or_higher,0.2
all_managers,caps_x2,max_variance_capped,education_doctoral,0.0
all_managers,caps_x2,max_variance_capped,has_mba_emba,0.2
all_managers,caps_x2,max_variance_capped,has_foreign_education,0.2
all_managers,caps_x2,max_variance_capped,has_professional_retraining,0.0
all_managers,caps_x2,max_variance_capped,has_law_education,0.0
all_managers,caps_x2,max_variance_capped,has_economics_education,0.2
all_managers,caps_x2,max_variance_capped,publications_count,0.0
all_managers,caps_x2,max_variance_capped,has_research_experience,0.0
all_managers,caps_x2,max_variance_capped,research_experience_years,0.0
all_managers,caps_x2,max_variance_capped,patents_count,0.0
all_managers,caps_x2,max_variance_capped,experience_years_same_sector,0.0
all_managers,caps_x2,max_variance_capped,experience_years_same_industry,0.0
all_managers,caps_x2,max_variance_capped,experience_years_same_industry_group,0.0
all_managers,caps_x2,max_variance_capped,professional_experience_years,0.0
all_managers,caps_x2,max_variance_capped,has_experience_same_sector,0.0
all_managers,caps_x2,max_variance_capped,has_experience_same_industry,0.0
all_managers,caps_x2,max_variance_capped,has_experience_same_industry_group,0.0
all_managers,caps_x2,max_variance_capped,has_other_company_management,0.0
all_managers,caps_x2,max_variance_capped,current_company_experience_years,0.0
all_managers,log1p_fixed_caps,equal,education_bachelor_or_higher,0.047619047619047616
all_managers,log1p_fixed_caps,equal,education_master_or_higher,0.047619047619047616
all_managers,log1p_fixed_caps,equal,education_doctoral,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_mba_emba,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_foreign_education,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_professional_retraining,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_law_education,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_economics_education,0.047619047619047616
all_managers,log1p_fixed_caps,equal,publications_count,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_research_experience,0.047619047619047616
all_managers,log1p_fixed_caps,equal,research_experience_years,0.047619047619047616
all_managers,log1p_fixed_caps,equal,patents_count,0.047619047619047616
all_managers,log1p_fixed_caps,equal,experience_years_same_sector,0.047619047619047616
all_managers,log1p_fixed_caps,equal,experience_years_same_industry,0.047619047619047616
all_managers,log1p_fixed_caps,equal,experience_years_same_industry_group,0.047619047619047616
all_managers,log1p_fixed_caps,equal,professional_experience_years,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_experience_same_sector,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_experience_same_industry,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_experience_same_industry_group,0.047619047619047616
all_managers,log1p_fixed_caps,equal,has_other_company_management,0.047619047619047616
all_managers,log1p_fixed_caps,equal,current_company_experience_years,0.047619047619047616
all_managers,log1p_fixed_caps,critic,education_bachelor_or_higher,0.0747047735369027
all_managers,log1p_fixed_caps,critic,education_master_or_higher,0.07427746325847379
all_managers,log1p_fixed_caps,critic,education_doctoral,0.061016511205350024
all_managers,log1p_fixed_caps,critic,has_mba_emba,0.07256811612780807
all_managers,log1p_fixed_caps,critic,has_foreign_education,0.08168711624596357
all_managers,log1p_fixed_caps,critic,has_professional_retraining,0.020917542723568373
all_managers,log1p_fixed_caps,critic,has_law_education,0.04479748016951273
all_managers,log1p_fixed_caps,critic,has_economics_education,0.07592770077479397
all_managers,log1p_fixed_caps,critic,publications_count,0.01743626264490377
all_managers,log1p_fixed_caps,critic,has_research_experience,0.05804974212050929
all_managers,log1p_fixed_caps,critic,research_experience_years,0.019244405292696855
all_managers,log1p_fixed_caps,critic,patents_count,0.020417750867755838
all_managers,log1p_fixed_caps,critic,experience_years_same_sector,0.04079473882015373
all_managers,log1p_fixed_caps,critic,experience_years_same_industry,0.04242428201060896
all_managers,log1p_fixed_caps,critic,experience_years_same_industry_group,0.04073770108254564
all_managers,log1p_fixed_caps,critic,professional_experience_years,0.03762446398802324
all_managers,log1p_fixed_caps,critic,has_experience_same_sector,0.031048716587455255
all_managers,log1p_fixed_caps,critic,has_experience_same_industry,0.03738174085846564
all_managers,log1p_fixed_caps,critic,has_experience_same_industry_group,0.033398821044908156
all_managers,log1p_fixed_caps,critic,has_other_company_management,0.06475401764910543
all_managers,log1p_fixed_caps,critic,current_company_experience_years,0.050790652990495
all_managers,log1p_fixed_caps,max_variance,education_bachelor_or_higher,1.0
all_managers,log1p_fixed_caps,max_variance,education_master_or_higher,0.0
all_managers,log1p_fixed_caps,max_variance,education_doctoral,0.0
all_managers,log1p_fixed_caps,max_variance,has_mba_emba,0.0
all_managers,log1p_fixed_caps,max_variance,has_foreign_education,0.0
all_managers,log1p_fixed_caps,max_variance,has_professional_retraining,0.0
all_managers,log1p_fixed_caps,max_variance,has_law_education,0.0
all_managers,log1p_fixed_caps,max_variance,has_economics_education,0.0
all_managers,log1p_fixed_caps,max_variance,publications_count,0.0
all_managers,log1p_fixed_caps,max_variance,has_research_experience,0.0
all_managers,log1p_fixed_caps,max_variance,research_experience_years,0.0
all_managers,log1p_fixed_caps,max_variance,patents_count,0.0
all_managers,log1p_fixed_caps,max_variance,experience_years_same_sector,0.0
all_managers,log1p_fixed_caps,max_variance,experience_years_same_industry,0.0
all_managers,log1p_fixed_caps,max_variance,experience_years_same_industry_group,0.0
all_managers,log1p_fixed_caps,max_variance,professional_experience_years,0.0
all_managers,log1p_fixed_caps,max_variance,has_experience_same_sector,0.0
all_managers,log1p_fixed_caps,max_variance,has_experience_same_industry,0.0
all_managers,log1p_fixed_caps,max_variance,has_experience_same_industry_group,0.0
all_managers,log1p_fixed_caps,max_variance,has_other_company_management,0.0
all_managers,log1p_fixed_caps,max_variance,current_company_experience_years,0.0
all_managers,log1p_fixed_caps,max_variance_capped,education_bachelor_or_higher,0.2
all_managers,log1p_fixed_caps,max_variance_capped,education_master_or_higher,0.2
all_managers,log1p_fixed_caps,max_variance_capped,education_doctoral,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_mba_emba,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_foreign_education,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_professional_retraining,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_law_education,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_economics_education,0.2
all_managers,log1p_fixed_caps,max_variance_capped,publications_count,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_research_experience,0.0
all_managers,log1p_fixed_caps,max_variance_capped,research_experience_years,0.0
all_managers,log1p_fixed_caps,max_variance_capped,patents_count,0.0
all_managers,log1p_fixed_caps,max_variance_capped,experience_years_same_sector,0.0
all_managers,log1p_fixed_caps,max_variance_capped,experience_years_same_industry,0.2
all_managers,log1p_fixed_caps,max_variance_capped,experience_years_same_industry_group,0.2
all_managers,log1p_fixed_caps,max_variance_capped,professional_experience_years,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_experience_same_sector,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_experience_same_industry,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_experience_same_industry_group,0.0
all_managers,log1p_fixed_caps,max_variance_capped,has_other_company_management,0.0
all_managers,log1p_fixed_caps,max_variance_capped,current_company_experience_years,0.0
ceo,caps_x0.5,equal,education_bachelor_or_higher,0.047619047619047616
ceo,caps_x0.5,equal,education_master_or_higher,0.047619047619047616
ceo,caps_x0.5,equal,education_doctoral,0.047619047619047616
ceo,caps_x0.5,equal,has_mba_emba,0.047619047619047616
ceo,caps_x0.5,equal,has_foreign_education,0.047619047619047616
ceo,caps_x0.5,equal,has_professional_retraining,0.047619047619047616
ceo,caps_x0.5,equal,has_law_education,0.047619047619047616
ceo,caps_x0.5,equal,has_economics_education,0.047619047619047616
ceo,caps_x0.5,equal,publications_count,0.047619047619047616
ceo,caps_x0.5,equal,has_research_experience,0.047619047619047616
ceo,caps_x0.5,equal,research_experience_years,0.047619047619047616
ceo,caps_x0.5,equal,patents_count,0.047619047619047616
ceo,caps_x0.5,equal,experience_years_same_sector,0.047619047619047616
ceo,caps_x0.5,equal,experience_years_same_industry,0.047619047619047616
ceo,caps_x0.5,equal,experience_years_same_industry_group,0.047619047619047616
ceo,caps_x0.5,equal,professional_experience_years,0.047619047619047616
ceo,caps_x0.5,equal,has_experience_same_sector,0.047619047619047616
ceo,caps_x0.5,equal,has_experience_same_industry,0.047619047619047616
ceo,caps_x0.5,equal,has_experience_same_industry_group,0.047619047619047616
ceo,caps_x0.5,equal,has_other_company_management,0.047619047619047616
ceo,caps_x0.5,equal,current_company_experience_years,0.047619047619047616
ceo,caps_x0.5,critic,education_bachelor_or_higher,0.07103838678115025
ceo,caps_x0.5,critic,education_master_or_higher,0.07230777374446937
ceo,caps_x0.5,critic,education_doctoral,0.06769317178939592
ceo,caps_x0.5,critic,has_mba_emba,0.06977012022422145
ceo,caps_x0.5,critic,has_foreign_education,0.07823001121085726
ceo,caps_x0.5,critic,has_professional_retraining,0.038723748453471034
ceo,caps_x0.5,critic,has_law_education,0.05656353147315007
ceo,caps_x0.5,critic,has_economics_education,0.08113044602150342
ceo,caps_x0.5,critic,publications_count,0.0013780997866656047
ceo,caps_x0.5,critic,has_research_experience,0.059589602028471626
ceo,caps_x0.5,critic,research_experience_years,0.02339891445421077
ceo,caps_x0.5,critic,patents_count,0.010884192080991248
ceo,caps_x0.5,critic,experience_years_same_sector,0.04738946064642304
ceo,caps_x0.5,critic,experience_years_same_industry,0.047855505369582114
ceo,caps_x0.5,critic,experience_years_same_industry_group,0.046478009330432904
ceo,caps_x0.5,critic,professional_experience_years,0.03913915235896997
ceo,caps_x0.5,critic,has_experience_same_sector,0.02165412425561638
ceo,caps_x0.5,critic,has_experience_same_industry,0.02165412425561638
ceo,caps_x0.5,critic,has_experience_same_industry_group,0.02165412425561638
ceo,caps_x0.5,critic,has_other_company_management,0.07187864064015473
ceo,caps_x0.5,critic,current_company_experience_years,0.05158886083903018
ceo,caps_x0.5,max_variance,education_bachelor_or_higher,0.0
ceo,caps_x0.5,max_variance,education_master_or_higher,0.0
ceo,caps_x0.5,max_variance,education_doctoral,0.0
ceo,caps_x0.5,max_variance,has_mba_emba,0.0
ceo,caps_x0.5,max_variance,has_foreign_education,0.0
ceo,caps_x0.5,max_variance,has_professional_retraining,0.0
ceo,caps_x0.5,max_variance,has_law_education,0.0
ceo,caps_x0.5,max_variance,has_economics_education,1.0
ceo,caps_x0.5,max_variance,publications_count,0.0
ceo,caps_x0.5,max_variance,has_research_experience,0.0
ceo,caps_x0.5,max_variance,research_experience_years,0.0
ceo,caps_x0.5,max_variance,patents_count,0.0
ceo,caps_x0.5,max_variance,experience_years_same_sector,0.0
ceo,caps_x0.5,max_variance,experience_years_same_industry,0.0
ceo,caps_x0.5,max_variance,experience_years_same_industry_group,0.0
ceo,caps_x0.5,max_variance,professional_experience_years,0.0
ceo,caps_x0.5,max_variance,has_experience_same_sector,0.0
ceo,caps_x0.5,max_variance,has_experience_same_industry,0.0
ceo,caps_x0.5,max_variance,has_experience_same_industry_group,0.0
ceo,caps_x0.5,max_variance,has_other_company_management,0.0
ceo,caps_x0.5,max_variance,current_company_experience_years,0.0
ceo,caps_x0.5,max_variance_capped,education_bachelor_or_higher,0.2
ceo,caps_x0.5,max_variance_capped,education_master_or_higher,0.2
ceo,caps_x0.5,max_variance_capped,education_doctoral,0.2
ceo,caps_x0.5,max_variance_capped,has_mba_emba,0.0
ceo,caps_x0.5,max_variance_capped,has_foreign_education,0.0
ceo,caps_x0.5,max_variance_capped,has_professional_retraining,0.0
ceo,caps_x0.5,max_variance_capped,has_law_education,0.0
ceo,caps_x0.5,max_variance_capped,has_economics_education,0.2
ceo,caps_x0.5,max_variance_capped,publications_count,0.0
ceo,caps_x0.5,max_variance_capped,has_research_experience,0.2
ceo,caps_x0.5,max_variance_capped,research_experience_years,0.0
ceo,caps_x0.5,max_variance_capped,patents_count,0.0
ceo,caps_x0.5,max_variance_capped,experience_years_same_sector,0.0
ceo,caps_x0.5,max_variance_capped,experience_years_same_industry,0.0
ceo,caps_x0.5,max_variance_capped,experience_years_same_industry_group,0.0
ceo,caps_x0.5,max_variance_capped,professional_experience_years,0.0
ceo,caps_x0.5,max_variance_capped,has_experience_same_sector,0.0
ceo,caps_x0.5,max_variance_capped,has_experience_same_industry,0.0
ceo,caps_x0.5,max_variance_capped,has_experience_same_industry_group,0.0
ceo,caps_x0.5,max_variance_capped,has_other_company_management,0.0
ceo,caps_x0.5,max_variance_capped,current_company_experience_years,0.0
ceo,baseline,equal,education_bachelor_or_higher,0.047619047619047616
ceo,baseline,equal,education_master_or_higher,0.047619047619047616
ceo,baseline,equal,education_doctoral,0.047619047619047616
ceo,baseline,equal,has_mba_emba,0.047619047619047616
ceo,baseline,equal,has_foreign_education,0.047619047619047616
ceo,baseline,equal,has_professional_retraining,0.047619047619047616
ceo,baseline,equal,has_law_education,0.047619047619047616
ceo,baseline,equal,has_economics_education,0.047619047619047616
ceo,baseline,equal,publications_count,0.047619047619047616
ceo,baseline,equal,has_research_experience,0.047619047619047616
ceo,baseline,equal,research_experience_years,0.047619047619047616
ceo,baseline,equal,patents_count,0.047619047619047616
ceo,baseline,equal,experience_years_same_sector,0.047619047619047616
ceo,baseline,equal,experience_years_same_industry,0.047619047619047616
ceo,baseline,equal,experience_years_same_industry_group,0.047619047619047616
ceo,baseline,equal,professional_experience_years,0.047619047619047616
ceo,baseline,equal,has_experience_same_sector,0.047619047619047616
ceo,baseline,equal,has_experience_same_industry,0.047619047619047616
