iteration,method,feature,weight,sample
1,critic,has_mba_emba,0.09017965399112245,all_managers
1,critic,has_foreign_education,0.09227539599375965,all_managers
1,critic,has_professional_retraining,0.020177568077657623,all_managers
1,critic,has_law_education,0.045735137155928016,all_managers
1,critic,has_economics_education,0.08635506948935043,all_managers
1,critic,publications_count,0.010252836374798556,all_managers
1,critic,has_research_experience,0.055946192271015216,all_managers
1,critic,research_experience_years,0.008037252194246423,all_managers
1,critic,patents_count,0.006074707911037712,all_managers
1,critic,experience_years_same_sector,0.03558955242706576,all_managers
1,critic,experience_years_same_industry,0.035783735989574156,all_managers
1,critic,experience_years_same_industry_group,0.035007374332734695,all_managers
1,critic,professional_experience_years,0.02639219390445367,all_managers
1,critic,has_experience_same_sector,0.028634512758171037,all_managers
1,critic,has_experience_same_industry,0.03660796587440842,all_managers
1,critic,has_experience_same_industry_group,0.031772156626905246,all_managers
1,critic,has_other_company_management,0.07377557151998937,all_managers
1,critic,current_company_experience_years,0.03562142068324792,all_managers
1,max_variance,education_bachelor_or_higher,0.0,all_managers
1,max_variance,education_master_or_higher,1.0,all_managers
1,max_variance,education_doctoral,0.0,all_managers
1,max_variance,has_mba_emba,0.0,all_managers
1,max_variance,has_foreign_education,0.0,all_managers
1,max_variance,has_professional_retraining,0.0,all_managers
1,max_variance,has_law_education,0.0,all_managers
1,max_variance,has_economics_education,0.0,all_managers
1,max_variance,publications_count,0.0,all_managers
1,max_variance,has_research_experience,0.0,all_managers
1,max_variance,research_experience_years,0.0,all_managers
1,max_variance,patents_count,0.0,all_managers
1,max_variance,experience_years_same_sector,0.0,all_managers
1,max_variance,experience_years_same_industry,0.0,all_managers
1,max_variance,experience_years_same_industry_group,0.0,all_managers
1,max_variance,professional_experience_years,0.0,all_managers
1,max_variance,has_experience_same_sector,0.0,all_managers
1,max_variance,has_experience_same_industry,0.0,all_managers
1,max_variance,has_experience_same_industry_group,0.0,all_managers
1,max_variance,has_other_company_management,0.0,all_managers
1,max_variance,current_company_experience_years,0.0,all_managers
2,critic,education_bachelor_or_higher,0.08588068740941318,all_managers
2,critic,education_master_or_higher,0.08553627033601052,all_managers
2,critic,education_doctoral,0.06140291777535191,all_managers
2,critic,has_mba_emba,0.06611102140950818,all_managers
2,critic,has_foreign_education,0.07789171240287054,all_managers
2,critic,has_professional_retraining,0.019339245327210236,all_managers
2,critic,has_law_education,0.04677350844829474,all_managers
2,critic,has_economics_education,0.08350097790837413,all_managers
2,critic,publications_count,0.010852218010859276,all_managers
2,critic,has_research_experience,0.05046966629990045,all_managers
2,critic,research_experience_years,0.011175088321854269,all_managers
2,critic,patents_count,0.00514346136699773,all_managers
2,critic,experience_years_same_sector,0.03666077397541588,all_managers
2,critic,experience_years_same_industry,0.03755839347933846,all_managers
2,critic,experience_years_same_industry_group,0.036834153878143476,all_managers
2,critic,professional_experience_years,0.028553059139519,all_managers
2,critic,has_experience_same_sector,0.0373370328742836,all_managers
2,critic,has_experience_same_industry,0.0538989932971123,all_managers
2,critic,has_experience_same_industry_group,0.04493317863604033,all_managers
2,critic,has_other_company_management,0.08079027366613593,all_managers
2,critic,current_company_experience_years,0.03935736603736589,all_managers
2,max_variance,education_bachelor_or_higher,1.0,all_managers
2,max_variance,education_master_or_higher,0.0,all_managers
2,max_variance,education_doctoral,0.0,all_managers
2,max_variance,has_mba_emba,0.0,all_managers
2,max_variance,has_foreign_education,0.0,all_managers
2,max_variance,has_professional_retraining,0.0,all_managers
2,max_variance,has_law_education,0.0,all_managers
2,max_variance,has_economics_education,0.0,all_managers
2,max_variance,publications_count,0.0,all_managers
2,max_variance,has_research_experience,0.0,all_managers
2,max_variance,research_experience_years,0.0,all_managers
2,max_variance,patents_count,0.0,all_managers
2,max_variance,experience_years_same_sector,0.0,all_managers
2,max_variance,experience_years_same_industry,0.0,all_managers
2,max_variance,experience_years_same_industry_group,0.0,all_managers
2,max_variance,professional_experience_years,0.0,all_managers
2,max_variance,has_experience_same_sector,0.0,all_managers
2,max_variance,has_experience_same_industry,0.0,all_managers
2,max_variance,has_experience_same_industry_group,0.0,all_managers
2,max_variance,has_other_company_management,0.0,all_managers
2,max_variance,current_company_experience_years,0.0,all_managers
3,critic,education_bachelor_or_higher,0.08489676356859929,all_managers
3,critic,education_master_or_higher,0.08574231783081217,all_managers
3,critic,education_doctoral,0.0691312988942112,all_managers
3,critic,has_mba_emba,0.08450289315890831,all_managers
3,critic,has_foreign_education,0.08452966765375984,all_managers
3,critic,has_professional_retraining,0.022821210145995054,all_managers
3,critic,has_law_education,0.04741440091834479,all_managers
3,critic,has_economics_education,0.08857506397827068,all_managers
3,critic,publications_count,0.009872646006957477,all_managers
3,critic,has_research_experience,0.065405697948634,all_managers
3,critic,research_experience_years,0.012270802183516064,all_managers
3,critic,patents_count,0.007261197852910907,all_managers
3,critic,experience_years_same_sector,0.032391145561899766,all_managers
3,critic,experience_years_same_industry,0.0317605421925488,all_managers
3,critic,experience_years_same_industry_group,0.030918117172097342,all_managers
3,critic,professional_experience_years,0.026845973593953205,all_managers
3,critic,has_experience_same_sector,0.03186468857775589,all_managers
3,critic,has_experience_same_industry,0.042893225787679214,all_managers
3,critic,has_experience_same_industry_group,0.037655243812478194,all_managers
3,critic,has_other_company_management,0.07672500547101682,all_managers
3,critic,current_company_experience_years,0.026522097689650873,all_managers
3,max_variance,education_bachelor_or_higher,0.0,all_managers
3,max_variance,education_master_or_higher,1.0,all_managers
3,max_variance,education_doctoral,0.0,all_managers
3,max_variance,has_mba_emba,0.0,all_managers
3,max_variance,has_foreign_education,0.0,all_managers
3,max_variance,has_professional_retraining,0.0,all_managers
3,max_variance,has_law_education,0.0,all_managers
3,max_variance,has_economics_education,0.0,all_managers
3,max_variance,publications_count,0.0,all_managers
3,max_variance,has_research_experience,0.0,all_managers
3,max_variance,research_experience_years,0.0,all_managers
3,max_variance,patents_count,0.0,all_managers
3,max_variance,experience_years_same_sector,0.0,all_managers
3,max_variance,experience_years_same_industry,0.0,all_managers
3,max_variance,experience_years_same_industry_group,0.0,all_managers
3,max_variance,professional_experience_years,0.0,all_managers
3,max_variance,has_experience_same_sector,0.0,all_managers
3,max_variance,has_experience_same_industry,0.0,all_managers
3,max_variance,has_experience_same_industry_group,0.0,all_managers
3,max_variance,has_other_company_management,0.0,all_managers
3,max_variance,current_company_experience_years,0.0,all_managers
4,critic,education_bachelor_or_higher,0.07478041083275594,all_managers
4,critic,education_master_or_higher,0.07468527266487672,all_managers
4,critic,education_doctoral,0.07286041636112582,all_managers
4,critic,has_mba_emba,0.07383735509746164,all_managers
4,critic,has_foreign_education,0.08208472615579068,all_managers
4,critic,has_professional_retraining,0.021049351032054457,all_managers
4,critic,has_law_education,0.05529441752250724,all_managers
4,critic,has_economics_education,0.07835273081696649,all_managers
4,critic,publications_count,0.010530495861184248,all_managers
4,critic,has_research_experience,0.07410814269871718,all_managers
4,critic,research_experience_years,0.009776349044907505,all_managers
4,critic,patents_count,0.0064056545415937935,all_managers
4,critic,experience_years_same_sector,0.040701343835143865,all_managers
4,critic,experience_years_same_industry,0.041426739717823576,all_managers
4,critic,experience_years_same_industry_group,0.040431453230540246,all_managers
4,critic,professional_experience_years,0.028153364148723076,all_managers
4,critic,has_experience_same_sector,0.03217919912187358,all_managers
4,critic,has_experience_same_industry,0.04529535077111955,all_managers
4,critic,has_experience_same_industry_group,0.038360973943995506,all_managers
4,critic,has_other_company_management,0.0646781120512672,all_managers
4,critic,current_company_experience_years,0.03500814054957184,all_managers
4,max_variance,education_bachelor_or_higher,0.0,all_managers
4,max_variance,education_master_or_higher,1.0,all_managers
4,max_variance,education_doctoral,0.0,all_managers
4,max_variance,has_mba_emba,0.0,all_managers
4,max_variance,has_foreign_education,0.0,all_managers
4,max_variance,has_professional_retraining,0.0,all_managers
4,max_variance,has_law_education,0.0,all_managers
4,max_variance,has_economics_education,0.0,all_managers
4,max_variance,publications_count,0.0,all_managers
4,max_variance,has_research_experience,0.0,all_managers
4,max_variance,research_experience_years,0.0,all_managers
4,max_variance,patents_count,0.0,all_managers
4,max_variance,experience_years_same_sector,0.0,all_managers
4,max_variance,experience_years_same_industry,0.0,all_managers
4,max_variance,experience_years_same_industry_group,0.0,all_managers
4,max_variance,professional_experience_years,0.0,all_managers
4,max_variance,has_experience_same_sector,0.0,all_managers
4,max_variance,has_experience_same_industry,0.0,all_managers
4,max_variance,has_experience_same_industry_group,0.0,all_managers
4,max_variance,has_other_company_management,0.0,all_managers
4,max_variance,current_company_experience_years,0.0,all_managers
5,critic,education_bachelor_or_higher,0.0800671198885912,all_managers
5,critic,education_master_or_higher,0.07982276981677579,all_managers
5,critic,education_doctoral,0.05998747977990862,all_managers
5,critic,has_mba_emba,0.06873681818522272,all_managers
5,critic,has_foreign_education,0.07540877531378187,all_managers
5,critic,has_professional_retraining,0.024421976008554825,all_managers
5,critic,has_law_education,0.063886635744781,all_managers
5,critic,has_economics_education,0.07926417688950999,all_managers
5,critic,publications_count,0.014320028997272477,all_managers
5,critic,has_research_experience,0.05646316089745562,all_managers
5,critic,research_experience_years,0.011117401378791292,all_managers
5,critic,patents_count,0.011110963135123714,all_managers
5,critic,experience_years_same_sector,0.03683450652627922,all_managers
5,critic,experience_years_same_industry,0.036643407436109866,all_managers
5,critic,experience_years_same_industry_group,0.035550523794800996,all_managers
5,critic,professional_experience_years,0.030107858171569038,all_managers
5,critic,has_experience_same_sector,0.041317251650332905,all_managers
5,critic,has_experience_same_industry,0.04262741617098165,all_managers
5,critic,has_experience_same_industry_group,0.0413172516503329,all_managers
5,critic,has_other_company_management,0.07711444060185922,all_managers
5,critic,current_company_experience_years,0.033880037961965155,all_managers
5,max_variance,education_bachelor_or_higher,0.0,all_managers
5,max_variance,education_master_or_higher,1.0,all_managers
5,max_variance,education_doctoral,0.0,all_managers
5,max_variance,has_mba_emba,0.0,all_managers
5,max_variance,has_foreign_education,0.0,all_managers
5,max_variance,has_professional_retraining,0.0,all_managers
5,max_variance,has_law_education,0.0,all_managers
5,max_variance,has_economics_education,0.0,all_managers
5,max_variance,publications_count,0.0,all_managers
5,max_variance,has_research_experience,0.0,all_managers
5,max_variance,research_experience_years,0.0,all_managers
5,max_variance,patents_count,0.0,all_managers
5,max_variance,experience_years_same_sector,0.0,all_managers
5,max_variance,experience_years_same_industry,0.0,all_managers
5,max_variance,experience_years_same_industry_group,0.0,all_managers
5,max_variance,professional_experience_years,0.0,all_managers
5,max_variance,has_experience_same_sector,0.0,all_managers
5,max_variance,has_experience_same_industry,0.0,all_managers
5,max_variance,has_experience_same_industry_group,0.0,all_managers
5,max_variance,has_other_company_management,0.0,all_managers
5,max_variance,current_company_experience_years,0.0,all_managers
6,critic,education_bachelor_or_higher,0.09286855340030192,all_managers
6,critic,education_master_or_higher,0.09318551557395298,all_managers
6,critic,education_doctoral,0.07301723389751197,all_managers
6,critic,has_mba_emba,0.08099159934029318,all_managers
6,critic,has_foreign_education,0.08807907578977321,all_managers
6,critic,has_professional_retraining,0.021786582774143463,all_managers
6,critic,has_law_education,0.04978916186712913,all_managers
6,critic,has_economics_education,0.09017810557142443,all_managers
6,critic,publications_count,0.005733355451416214,all_managers
6,critic,has_research_experience,0.07134869825840136,all_managers
6,critic,research_experience_years,0.012269394201554068,all_managers
6,critic,patents_count,0.008908204617960838,all_managers
6,critic,experience_years_same_sector,0.03739780647580075,all_managers
6,critic,experience_years_same_industry,0.03820485390447943,all_managers
6,critic,experience_years_same_industry_group,0.03726905025142016,all_managers
6,critic,professional_experience_years,0.024897731704014787,all_managers
6,critic,has_experience_same_sector,0.02598118063420231,all_managers
6,critic,has_experience_same_industry,0.02991456609937438,all_managers
6,critic,has_experience_same_industry_group,0.02598118063420231,all_managers
6,critic,has_other_company_management,0.06636285518918204,all_managers
6,critic,current_company_experience_years,0.02583529436346104,all_managers
6,max_variance,education_bachelor_or_higher,0.0,all_managers
6,max_variance,education_master_or_higher,1.0,all_managers
6,max_variance,education_doctoral,0.0,all_managers
6,max_variance,has_mba_emba,0.0,all_managers
6,max_variance,has_foreign_education,0.0,all_managers
6,max_variance,has_professional_retraining,0.0,all_managers
6,max_variance,has_law_education,0.0,all_managers
6,max_variance,has_economics_education,0.0,all_managers
6,max_variance,publications_count,0.0,all_managers
6,max_variance,has_research_experience,0.0,all_managers
6,max_variance,research_experience_years,0.0,all_managers
6,max_variance,patents_count,0.0,all_managers
6,max_variance,experience_years_same_sector,0.0,all_managers
6,max_variance,experience_years_same_industry,0.0,all_managers
6,max_variance,experience_years_same_industry_group,0.0,all_managers
6,max_variance,professional_experience_years,0.0,all_managers
6,max_variance,has_experience_same_sector,0.0,all_managers
6,max_variance,has_experience_same_industry,0.0,all_managers
6,max_variance,has_experience_same_industry_group,0.0,all_managers
6,max_variance,has_other_company_management,0.0,all_managers
6,max_variance,current_company_experience_years,0.0,all_managers
7,critic,education_bachelor_or_higher,0.0820226436156801,all_managers
7,critic,education_master_or_higher,0.08072717585057039,all_managers
7,critic,education_doctoral,0.06512392049815985,all_managers
7,critic,has_mba_emba,0.08983330907169666,all_managers
7,critic,has_foreign_education,0.10007355411671477,all_managers
7,critic,has_professional_retraining,0.018074009928709743,all_managers
7,critic,has_law_education,0.038574485529307735,all_managers
7,critic,has_economics_education,0.07591065666168331,all_managers
7,critic,publications_count,0.012436138184565862,all_managers
7,critic,has_research_experience,0.0659206864316367,all_managers
7,critic,research_experience_years,0.012831223727759456,all_managers
7,critic,patents_count,0.0078116948466375674,all_managers
7,critic,experience_years_same_sector,0.03766686517813854,all_managers
7,critic,experience_years_same_industry,0.03813492644838379,all_managers
7,critic,experience_years_same_industry_group,0.03793437672343289,all_managers
7,critic,professional_experience_years,0.02525047666211037,all_managers
7,critic,has_experience_same_sector,0.03651168072194364,all_managers
7,critic,has_experience_same_industry,0.04303558819692873,all_managers
7,critic,has_experience_same_industry_group,0.038847354246526744,all_managers
7,critic,has_other_company_management,0.06445573367281499,all_managers
7,critic,current_company_experience_years,0.02882349968659831,all_managers
7,max_variance,education_bachelor_or_higher,0.0,all_managers
7,max_variance,education_master_or_higher,0.0,all_managers
7,max_variance,education_doctoral,0.0,all_managers
7,max_variance,has_mba_emba,0.0,all_managers
7,max_variance,has_foreign_education,1.0,all_managers
7,max_variance,has_professional_retraining,0.0,all_managers
7,max_variance,has_law_education,0.0,all_managers
7,max_variance,has_economics_education,0.0,all_managers
7,max_variance,publications_count,0.0,all_managers
7,max_variance,has_research_experience,0.0,all_managers
7,max_variance,research_experience_years,0.0,all_managers
7,max_variance,patents_count,0.0,all_managers
7,max_variance,experience_years_same_sector,0.0,all_managers
7,max_variance,experience_years_same_industry,0.0,all_managers
7,max_variance,experience_years_same_industry_group,0.0,all_managers
7,max_variance,professional_experience_years,0.0,all_managers
7,max_variance,has_experience_same_sector,0.0,all_managers
7,max_variance,has_experience_same_industry,0.0,all_managers
7,max_variance,has_experience_same_industry_group,0.0,all_managers
7,max_variance,has_other_company_management,0.0,all_managers
7,max_variance,current_company_experience_years,0.0,all_managers
8,critic,education_bachelor_or_higher,0.09560991639192644,all_managers
8,critic,education_master_or_higher,0.091322640433114,all_managers
8,critic,education_doctoral,0.06413903700653012,all_managers
8,critic,has_mba_emba,0.07698356789395772,all_managers
8,critic,has_foreign_education,0.07691049211370578,all_managers
8,critic,has_professional_retraining,0.024161026073545883,all_managers
8,critic,has_law_education,0.03826403979891057,all_managers
8,critic,has_economics_education,0.09276262135377024,all_managers
8,critic,publications_count,0.009953171093423897,all_managers
8,critic,has_research_experience,0.05652690887131108,all_managers
8,critic,research_experience_years,0.010428865705376432,all_managers
8,critic,patents_count,0.009003888008077074,all_managers
8,critic,experience_years_same_sector,0.03673920787692284,all_managers
8,critic,experience_years_same_industry,0.03657516353982723,all_managers
8,critic,experience_years_same_industry_group,0.03607019939049013,all_managers
8,critic,professional_experience_years,0.02887025251890484,all_managers
8,critic,has_experience_same_sector,0.03441174812647625,all_managers
8,critic,has_experience_same_industry,0.03500253435186668,all_managers
8,critic,has_experience_same_industry_group,0.03441174812647625,all_managers
8,critic,has_other_company_management,0.07980768411884084,all_managers
8,critic,current_company_experience_years,0.03204528720654589,all_managers
8,max_variance,education_bachelor_or_higher,1.0,all_managers
8,max_variance,education_master_or_higher,0.0,all_managers
8,max_variance,education_doctoral,0.0,all_managers
8,max_variance,has_mba_emba,0.0,all_managers
8,max_variance,has_foreign_education,0.0,all_managers
8,max_variance,has_professional_retraining,0.0,all_managers
8,max_variance,has_law_education,0.0,all_managers
8,max_variance,has_economics_education,0.0,all_managers
8,max_variance,publications_count,0.0,all_managers
8,max_variance,has_research_experience,0.0,all_managers
8,max_variance,research_experience_years,0.0,all_managers
8,max_variance,patents_count,0.0,all_managers
8,max_variance,experience_years_same_sector,0.0,all_managers
8,max_variance,experience_years_same_industry,0.0,all_managers
8,max_variance,experience_years_same_industry_group,0.0,all_managers
8,max_variance,professional_experience_years,0.0,all_managers
8,max_variance,has_experience_same_sector,0.0,all_managers
8,max_variance,has_experience_same_industry,0.0,all_managers
8,max_variance,has_experience_same_industry_group,0.0,all_managers
8,max_variance,has_other_company_management,0.0,all_managers
8,max_variance,current_company_experience_years,0.0,all_managers
9,critic,education_bachelor_or_higher,0.08365325694325755,all_managers
9,critic,education_master_or_higher,0.08418317297115091,all_managers
9,critic,education_doctoral,0.0680120560548261,all_managers
9,critic,has_mba_emba,0.08255415319162436,all_managers
9,critic,has_foreign_education,0.0856805685229774,all_managers
9,critic,has_professional_retraining,0.022049829632027812,all_managers
9,critic,has_law_education,0.03733536620600941,all_managers
9,critic,has_economics_education,0.08371023480258497,all_managers
9,critic,publications_count,0.010731878997587934,all_managers
9,critic,has_research_experience,0.07080777977022557,all_managers
9,critic,research_experience_years,0.012685986897722008,all_managers
9,critic,patents_count,0.009938038619829991,all_managers
9,critic,experience_years_same_sector,0.041597322766730976,all_managers
9,critic,experience_years_same_industry,0.042417326447286706,all_managers
9,critic,experience_years_same_industry_group,0.041730249998875014,all_managers
9,critic,professional_experience_years,0.026728714962976997,all_managers
9,critic,has_experience_same_sector,0.030635925139585015,all_managers
9,critic,has_experience_same_industry,0.03322193155446974,all_managers
9,critic,has_experience_same_industry_group,0.030635925139585015,all_managers
9,critic,has_other_company_management,0.07226913266135812,all_managers
9,critic,current_company_experience_years,0.029421148719308277,all_managers
9,max_variance,education_bachelor_or_higher,0.0,all_managers
9,max_variance,education_master_or_higher,1.0,all_managers
9,max_variance,education_doctoral,0.0,all_managers
9,max_variance,has_mba_emba,0.0,all_managers
9,max_variance,has_foreign_education,0.0,all_managers
9,max_variance,has_professional_retraining,0.0,all_managers
9,max_variance,has_law_education,0.0,all_managers
9,max_variance,has_economics_education,0.0,all_managers
9,max_variance,publications_count,0.0,all_managers
9,max_variance,has_research_experience,0.0,all_managers
9,max_variance,research_experience_years,0.0,all_managers
9,max_variance,patents_count,0.0,all_managers
9,max_variance,experience_years_same_sector,0.0,all_managers
9,max_variance,experience_years_same_industry,0.0,all_managers
9,max_variance,experience_years_same_industry_group,0.0,all_managers
9,max_variance,professional_experience_years,0.0,all_managers
9,max_variance,has_experience_same_sector,0.0,all_managers
9,max_variance,has_experience_same_industry,0.0,all_managers
9,max_variance,has_experience_same_industry_group,0.0,all_managers
9,max_variance,has_other_company_management,0.0,all_managers
9,max_variance,current_company_experience_years,0.0,all_managers
10,critic,education_bachelor_or_higher,0.08850105637013331,all_managers
10,critic,education_master_or_higher,0.08550376540286034,all_managers
10,critic,education_doctoral,0.05704510029089603,all_managers
10,critic,has_mba_emba,0.07254534074725479,all_managers
10,critic,has_foreign_education,0.08196874851277543,all_managers
10,critic,has_professional_retraining,0.020781811178705638,all_managers
10,critic,has_law_education,0.046157189207819894,all_managers
10,critic,has_economics_education,0.07465540764027535,all_managers
10,critic,publications_count,0.014307465539219544,all_managers
10,critic,has_research_experience,0.056369395307750106,all_managers
10,critic,research_experience_years,0.011949221888361672,all_managers
10,critic,patents_count,0.00913347700894379,all_managers
10,critic,experience_years_same_sector,0.03684430945044085,all_managers
10,critic,experience_years_same_industry,0.037994316986432845,all_managers
10,critic,experience_years_same_industry_group,0.03722089148741115,all_managers
10,critic,professional_experience_years,0.027437223900531115,all_managers
10,critic,has_experience_same_sector,0.03958567509192288,all_managers
10,critic,has_experience_same_industry,0.04791580398272969,all_managers
10,critic,has_experience_same_industry_group,0.04465844992461024,all_managers
10,critic,has_other_company_management,0.07795514209935221,all_managers
10,critic,current_company_experience_years,0.03147020798157321,all_managers
10,max_variance,education_bachelor_or_higher,1.0,all_managers
10,max_variance,education_master_or_higher,0.0,all_managers
10,max_variance,education_doctoral,0.0,all_managers
10,max_variance,has_mba_emba,0.0,all_managers
10,max_variance,has_foreign_education,0.0,all_managers
10,max_variance,has_professional_retraining,0.0,all_managers
10,max_variance,has_law_education,0.0,all_managers
10,max_variance,has_economics_education,0.0,all_managers
10,max_variance,publications_count,0.0,all_managers
10,max_variance,has_research_experience,0.0,all_managers
10,max_variance,research_experience_years,0.0,all_managers
10,max_variance,patents_count,0.0,all_managers
10,max_variance,experience_years_same_sector,0.0,all_managers
10,max_variance,experience_years_same_industry,0.0,all_managers
10,max_variance,experience_years_same_industry_group,0.0,all_managers
10,max_variance,professional_experience_years,0.0,all_managers
10,max_variance,has_experience_same_sector,0.0,all_managers
10,max_variance,has_experience_same_industry,0.0,all_managers
10,max_variance,has_experience_same_industry_group,0.0,all_managers
10,max_variance,has_other_company_management,0.0,all_managers
10,max_variance,current_company_experience_years,0.0,all_managers
11,critic,education_bachelor_or_higher,0.08447224159549668,all_managers
11,critic,education_master_or_higher,0.08337002739700264,all_managers
11,critic,education_doctoral,0.05924248456000309,all_managers
11,critic,has_mba_emba,0.07865943494982265,all_managers
11,critic,has_foreign_education,0.09021811048207654,all_managers
11,critic,has_professional_retraining,0.02358149587436118,all_managers
11,critic,has_law_education,0.055263671856259064,all_managers
11,critic,has_economics_education,0.07568329190655354,all_managers
11,critic,publications_count,0.0076450613440821455,all_managers
11,critic,has_research_experience,0.060117144574154804,all_managers
11,critic,research_experience_years,0.012804696151966225,all_managers
11,critic,patents_count,0.005293537290017955,all_managers
11,critic,experience_years_same_sector,0.037852480308574965,all_managers
11,critic,experience_years_same_industry,0.03925739351168949,all_managers
11,critic,experience_years_same_industry_group,0.0382614073047801,all_managers
11,critic,professional_experience_years,0.028183741407596278,all_managers
11,critic,has_experience_same_sector,0.03249040321876677,all_managers
11,critic,has_experience_same_industry,0.03637076726215867,all_managers
11,critic,has_experience_same_industry_group,0.03249040321876677,all_managers
11,critic,has_other_company_management,0.07863839369330736,all_managers
11,critic,current_company_experience_years,0.040103812092562995,all_managers
11,max_variance,education_bachelor_or_higher,1.0,all_managers
11,max_variance,education_master_or_higher,0.0,all_managers
11,max_variance,education_doctoral,0.0,all_managers
11,max_variance,has_mba_emba,0.0,all_managers
11,max_variance,has_foreign_education,0.0,all_managers
11,max_variance,has_professional_retraining,0.0,all_managers
11,max_variance,has_law_education,0.0,all_managers
11,max_variance,has_economics_education,0.0,all_managers
11,max_variance,publications_count,0.0,all_managers
11,max_variance,has_research_experience,0.0,all_managers
11,max_variance,research_experience_years,0.0,all_managers
11,max_variance,patents_count,0.0,all_managers
11,max_variance,experience_years_same_sector,0.0,all_managers
11,max_variance,experience_years_same_industry,0.0,all_managers
11,max_variance,experience_years_same_industry_group,0.0,all_managers
11,max_variance,professional_experience_years,0.0,all_managers
11,max_variance,has_experience_same_sector,0.0,all_managers
11,max_variance,has_experience_same_industry,0.0,all_managers
11,max_variance,has_experience_same_industry_group,0.0,all_managers
11,max_variance,has_other_company_management,0.0,all_managers
11,max_variance,current_company_experience_years,0.0,all_managers
12,critic,education_bachelor_or_higher,0.08287531324674861,all_managers
12,critic,education_master_or_higher,0.0806079653450707,all_managers
12,critic,education_doctoral,0.06390474273607713,all_managers
12,critic,has_mba_emba,0.07192012833729888,all_managers
12,critic,has_foreign_education,0.08376824707229126,all_managers
12,critic,has_professional_retraining,0.017041782226003818,all_managers
12,critic,has_law_education,0.0493328620804798,all_managers
12,critic,has_economics_education,0.08228364238144585,all_managers
12,critic,publications_count,0.007940577158960216,all_managers
12,critic,has_research_experience,0.06789257936650864,all_managers
12,critic,research_experience_years,0.00927821907978899,all_managers
12,critic,patents_count,0.006664445057014695,all_managers
12,critic,experience_years_same_sector,0.039617116688916654,all_managers
12,critic,experience_years_same_industry,0.04143364746049616,all_managers
12,critic,experience_years_same_industry_group,0.040355849276841604,all_managers
12,critic,professional_experience_years,0.029291261953077005,all_managers
12,critic,has_experience_same_sector,0.03404185264144919,all_managers
12,critic,has_experience_same_industry,0.039962053240528,all_managers
12,critic,has_experience_same_industry_group,0.0367861257210277,all_managers
12,critic,has_other_company_management,0.07486583610760986,all_managers
12,critic,current_company_experience_years,0.04013575282236525,all_managers
12,max_variance,education_bachelor_or_higher,1.0,all_managers
12,max_variance,education_master_or_higher,0.0,all_managers
12,max_variance,education_doctoral,0.0,all_managers
12,max_variance,has_mba_emba,0.0,all_managers
12,max_variance,has_foreign_education,0.0,all_managers
12,max_variance,has_professional_retraining,0.0,all_managers
12,max_variance,has_law_education,0.0,all_managers
12,max_variance,has_economics_education,0.0,all_managers
12,max_variance,publications_count,0.0,all_managers
12,max_variance,has_research_experience,0.0,all_managers
12,max_variance,research_experience_years,0.0,all_managers
