ticker,name,source_positions,ceo_in_positions,facial_trust_appearance_proxy,yandex_count,name_cyrillic,Nom_2015,Nom_2016,Nom_2017,Nom_2018,Nom_2019,Nom_2020,Nom_2021,Nom_2022,Nom_2023,Nom_2024,education_name,education_role,education_secondary,education_bachelor,education_master,education_doctoral,education_level_unknown,has_mba_emba,has_foreign_education,has_professional_retraining,has_law_education,has_economics_education,publications_count,publications_count_is_lower_bound,has_research_experience,research_experience_years,patents_count,patents_count_is_lower_bound,experience_years_same_sector,experience_years_same_industry,experience_years_same_industry_group,professional_experience_years,has_experience_same_sector,has_experience_same_industry,has_experience_same_industry_group,has_other_company_management,current_company_experience_years,ceo_in_json,notebook_higher_education,notebook_degree,notebook_publications,notebook_research_experience,notebook_patents,education_observed,is_ceo,ceo_identification,ceo_position_conflict,person_id,media_observed,face_observed,yandex_count_original,media_score,awards_raw,awards_score,expertise_score,face_score
AFKS,Ситдеков Тагир Алиевич,Президент (CEO) + Член СД,True,0.14219251146144,1443.0,Ситдеков Тагир Алиевич,,,,,,,,,,,Ситдеков Тагир Алиевич,Президент (CEO) + Член СД,0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,6,3,6,11,1,1,1,1,3,True,1,1,0,0,0,1,True,json_2024,False,alievich sitdekov tagir,1,1,1443.0,73.74392288882763,0.0,0.0,55.00000000000001,55.56720387075487
AFKS,Шохин Александр Николаевич,Член СД,False,0.3471111115864711,3218.0,Шохин Александр Николаевич,,,,,,,,,,,Шохин Александр Николаевич,Член СД,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0,0,0,31,1,1,1,1,0,False,1,1,0,1,0,1,False,,False,aleksandr nikolaevich shokhin,1,1,3218.0,81.86979082900629,0.0,0.0,60.00000000000001,64.03574941455828
AFLT,Александровский Сергей Владимирович,CEO+Председатель правления+Член СД,True,,1187.0,Александровский Сергей Владимирович,,,,,,,,,,N,Александровский Сергей Владимирович,"Генеральный директор ПАО ""Аэрофлот"", председатель Правления; в CSV также указан как член Совета директоров.",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,8,8,8,8,1,1,1,1,3,True,1,0,0,0,0,1,True,json_2024,False,aleksandrovskii sergei vladimirovich,1,0,1187.0,71.76585039300073,1.0,28.906482631788784,30.0,0.0
AFLT,Бадеха Вадим Александрович,Член СД,False,,1781.0,Бадеха Вадим Александрович,,,,,,,,,,,Бадеха Вадим Александрович,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; генеральный директор ОАК с ноября 2024 года.",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,18,0,0,18,1,0,0,1,0,False,1,0,0,0,0,1,False,,False,aleksandrovich badekha vadim,1,0,1781.0,75.87579945722959,0.0,0.0,30.0,0.0
AFLT,Каменской Игорь Александрович,Член СД,False,,1303.0,Каменской Игорь Александрович,,,,,,,,,,,Каменской Игорь Александрович,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; финансист и бывший член Совета Федерации.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,24,0,0,0,1,0,False,1,0,0,0,0,1,False,,False,aleksandrovich igor kamenskoi,1,0,1303.0,72.71020884416603,0.0,0.0,30.0,0.0
AFLT,Ликсутов Максим Станиславович,Член СД,False,,5192.0,Ликсутов Максим Станиславович,,,,,,,,,,,Ликсутов Максим Станиславович,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; заместитель Мэра Москвы по вопросам транспорта в 2024 году.",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,2,0,2,15,1,0,1,1,0,False,1,0,0,0,0,1,False,,False,liksutov maksim stanislavovich,1,0,5192.0,86.71742220515208,0.0,0.0,30.0,0.0
AFLT,Моисеев Алексей Владимирович,Член СД,False,,2733.0,Моисеев Алексей Владимирович,,,,,,,,,,,Моисеев Алексей Владимирович,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; заместитель Министра финансов Российской Федерации в 2024 году.",0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,0,0,0,26,0,0,0,0,0,False,1,0,0,0,0,1,False,,False,aleksei moiseev vladimirovich,1,0,2733.0,80.21446888856593,0.0,0.0,30.0,0.0
AFLT,Никитин Андрей Сергеевич,Член СД,False,-0.5195319254317988,3216.0,Никитин Андрей Сергеевич,,,,,,,,,,,Никитин Андрей Сергеевич,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; губернатор Новгородской области в 2024 году.",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0,0,15,0,0,0,1,0,False,1,1,0,0,0,1,False,,False,andrei nikitin sergeevich,1,1,3216.0,81.86349102668588,0.0,0.0,55.00000000000001,28.22052315041575
AFLT,Пахомов Роман Викторович,Член СД,False,,1651.0,Пахомов Роман Викторович,,,,,,,,,,,Пахомов Роман Викторович,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; руководитель ООО ""Авиакапитал-Сервис"" по открытым регистрационным источникам.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,15,0,0,15,1,0,0,1,0,False,0,0,0,0,0,1,False,,False,pakhomov roman viktorovich,1,0,1651.0,75.1079720581733,0.0,0.0,0.0,0.0
AFLT,Песков Дмитрий Николаевич,Член СД,False,0.2168346229532932,615.0,Песков Дмитрий Николаевич,,,,,,,,,,,Песков Дмитрий Николаевич,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; специальный представитель Президента РФ по вопросам цифрового и технологического развития в 2024 году.",0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0,27,0,0,0,1,0,False,1,1,0,0,0,1,False,,False,dmitrii nikolaevich peskov,1,1,615.0,65.10848238029658,0.0,0.0,55.00000000000001,58.651892719247535
AFLT,Прокофьев Станислав Евгеньевич,Член СД,False,-0.0817881172513851,3586.0,Прокофьев Станислав Евгеньевич,,,,,,,,,,,Прокофьев Станислав Евгеньевич,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; ректор Финансового университета при Правительстве РФ.",0,0,0,1,0,0,0,1,0,1,200.0,1,1,10,0.0,0,0,0,0,21,0,0,0,1,0,False,1,1,1,1,0,1,False,,False,evgenevich prokofev stanislav,1,1,3586.0,82.9670079792811,0.0,0.0,65.00000000000001,46.310893540570305
AFLT,Савельев Виталий Геннадьевич,Председатель СД,False,-0.1065206837987613,2782.0,Савельев Виталий Геннадьевич,,,,,,,,,,,Савельев Виталий Геннадьевич,"Председатель Совета директоров ПАО ""Аэрофлот"" в 2024 году.",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,17,17,17,22,1,1,1,0,17,False,1,1,0,0,0,1,False,,False,gennadevich savelev vitalii,1,1,2782.0,80.39452897897725,0.0,0.0,55.00000000000001,45.288785903226454
AFLT,Семёнов Андрей Викторович,Первый зам. ген. дир. по производству,False,-0.1641728160962856,3078.0,Семёнов Андрей Викторович,,,,,,,,,,,Семёнов Андрей Викторович,"Первый заместитель генерального директора ПАО ""Аэрофлот"" по производству.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,3,3,3,3,1,1,1,1,3,False,0,0,0,0,0,1,False,,False,andrei semenov viktorovich,1,1,3078.0,81.41906766661869,0.0,0.0,0.0,42.90623152426294
AFLT,Чемезов Сергей Викторович,Член СД,False,,2847.0,Чемезов Сергей Викторович,,,,,,,,,,,Чемезов Сергей Викторович,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; генеральный директор Ростеха.",0,0,0,1,0,0,0,0,0,1,130.0,1,1,0,0.0,0,22,0,0,22,1,0,0,1,0,False,1,1,1,1,0,1,False,,False,chemezov sergei viktorovich,1,0,2847.0,80.62855280089653,0.0,0.0,65.00000000000001,0.0
AFLT,Чиханчин Андрей Юрьевич,Первый зам. ген. дир. по коммерции и финансам,False,,509.0,Чиханчин Андрей Юрьевич,,,,,N,N,N,N,N,N,Чиханчин Андрей Юрьевич,"Первый заместитель генерального директора ПАО ""Аэрофлот"" по коммерции и финансам.",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,4,4,4,6,1,1,1,1,4,False,1,1,0,0,0,1,False,,False,andrei chikhanchin iurevich,1,0,509.0,63.194366212515675,6.0,81.15075629572489,55.00000000000001,0.0
AFLT,Шадаев Максут Игоревич,Член СД,False,,2670.0,Шадаев Максут Игоревич,,,,,,,,,,,Шадаев Максут Игоревич,"Член Совета директоров ПАО ""Аэрофлот"" по CSV; Министр цифрового развития, связи и массовых коммуникаций РФ в 2024 году.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,8,0,0,0,0,0,False,1,0,0,0,0,1,False,,False,igorevich maksut shadaev,1,0,2670.0,79.97816140912272,0.0,0.0,30.0,0.0
AGRO,Липатов Тимур Владимирович,CEO,True,0.8713614633798038,917.0,Липатов Тимур Владимирович,,,,,,,,,,,Липатов Тимур Владимирович,"В контексте 2024 года: генеральный директор ООО ""Группа Компаний ""Русагро""; в официальных материалах 2024 года также указан как генеральный директор ПАО ""Группа ""Русагро"" и член Совета директоров ROS AGRO PLC.",0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,5,5,5,28,1,1,1,1,5,True,1,1,0,0,0,1,True,json_2024,False,lipatov timur vladimirovich,1,1,917.0,69.1523961516448,0.0,0.0,55.00000000000001,85.70112277650766
AKRN,Беликов Игорь Вячеславович,Член СД,False,,527.0,Беликов Игорь Вячеславович,,,,,,,,,,,Беликов Игорь Вячеславович,"Независимый директор Совета директоров ПАО ""Акрон"" в контексте 2024 года",0,0,0,1,0,0,0,0,0,1,0.0,0,1,23,0.0,0,11,11,11,57,1,1,1,1,11,False,1,1,0,1,0,1,False,,False,belikov igor viacheslavovich,1,0,527.0,63.545952264543004,0.0,0.0,60.00000000000001,0.0
AKRN,Гавриков Владимир Викторович,Член СД,False,,610.0,Гавриков Владимир Викторович,,,,,,,,,,,Гавриков Владимир Викторович,"Заместитель Председателя Совета директоров, советник Генерального директора (Президента) ПАО ""Акрон"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,55,55,55,61,1,1,1,0,55,False,1,0,0,0,0,1,False,,False,gavrikov viktorovich vladimir,1,0,610.0,65.02587082598296,0.0,0.0,30.0,0.0
AKRN,Данильченко Нина Викторовна,Член СД,False,,1375.0,Данильченко Нина Викторовна,,,,,,,,,,,Данильченко Нина Викторовна,"Член Совета директоров, руководитель Департамента по безопасности бизнеса ПАО ""Акрон"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,25,25,25,25,1,1,1,1,5,False,1,0,0,0,0,1,False,,False,danilchenko nina viktorovna,1,0,1375.0,73.25498133497781,0.0,0.0,30.0,0.0
AKRN,Дынкин Александр Александрович,Член СД,False,,2332.0,Дынкин Александр Александрович,,,,,,,,,,,Дынкин Александр Александрович,"Член Совета директоров, советник Генерального директора (Президента) ПАО ""Акрон"" в контексте 2024 года",0,0,0,1,0,0,0,0,0,1,1.0,1,1,54,0.0,0,10,10,10,75,1,1,1,1,10,False,1,1,1,1,0,1,False,,False,aleksandr aleksandrovich dynkin,1,0,2332.0,78.60672984756758,0.0,0.0,65.00000000000001,0.0
AKRN,Кантолинский Михаил Иосифович,Член СД,False,,244.0,Кантолинский Михаил Иосифович,,,,,,,,,,,Кантолинский Михаил Иосифович,"Роль из CSV: Член СД; членство в Совете директоров ПАО ""Акрон"" в 2024 году не подтверждено, официальная страница Акрона указывает членство с июня 2026 года",0,0,0,1,0,0,0,0,0,1,1.0,1,1,1,0.0,0,0,0,0,12,0,0,0,1,0,False,1,1,1,1,0,1,False,,False,iosifovich kantolinskii mikhail,1,0,244.0,55.76285254236497,0.0,0.0,65.00000000000001,0.0
AKRN,Колосовский Андрей Леонидович,Член СД,False,,424.0,Колосовский Андрей Леонидович,,,,,,,,,,,Колосовский Андрей Леонидович,"Член Совета директоров ПАО ""Акрон"" в контексте 2024 года",0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,26,26,26,33,1,1,1,1,23,False,1,1,0,1,0,1,False,,False,andrei kolosovskii leonidovich,1,0,424.0,61.34628533761543,0.0,0.0,60.00000000000001,0.0
AKRN,Корнышев Олег Александрович,Член СД,False,,1672.0,Корнышев Олег Александрович,,,,,,,,,,,Корнышев Олег Александрович,"Роль из CSV: Член СД; членство в Совете директоров ПАО ""Акрон"" в 2024 году не подтверждено, официальная страница Акрона указывает членство с июня 2026 года",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,10,10,10,10,1,1,1,1,0,False,1,0,0,0,0,1,False,,False,aleksandrovich kornyshev oleg,1,0,1672.0,75.23601226517832,0.0,0.0,30.0,0.0
AKRN,Куницкий Владимир Яковлевич,CEO+Председатель правления,True,,1140.0,Куницкий Владимир Яковлевич,N,N,N,N,N,N,N,,,,Куницкий Владимир Яковлевич,"Председатель Правления, Генеральный директор (Президент) ПАО ""Акрон"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,57,44,57,57,1,1,1,1,20,True,1,0,0,0,0,1,True,json_2024,False,iakovlevich kunitskii vladimir,1,0,1140.0,71.35668369196988,7.0,86.71944789536634,30.0,0.0
AKRN,Попов Александр Валериевич,Председатель СД,False,,686.0,Попов Александр Валериевич,,N,N,,,,N,,,,Попов Александр Валериевич,"Председатель Совета директоров, Первый Вице-Президент ПАО ""Акрон"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,29,29,29,33,1,1,1,1,14,False,1,0,0,0,0,1,False,,False,aleksandr popov valerievich,1,0,686.0,66.21423317240735,3.0,57.81296526357757,30.0,0.0
AKRN,Швалюк Валерий Петрович,Член СД,False,,383.0,Швалюк Валерий Петрович,,,,,,,,,,,Швалюк Валерий Петрович,"Член Совета директоров, руководитель Департамента по экономике и финансам ПАО ""Акрон"" в контексте 2024 года",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,24,24,24,24,1,1,1,1,17,False,1,0,0,0,0,1,False,,False,petrovich shvaliuk valerii,1,0,383.0,60.317983721657534,0.0,0.0,30.0,0.0
ALRS,Багынанов Павел Николаевич,Член СД,False,0.108872314347739,1696.0,Багынанов Павел Николаевич,,,,,,,,,,,Багынанов Павел Николаевич,"Член Наблюдательного совета АК ""АЛРОСА"" (ПАО) в 2024 году.",0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,1,1,1,30,1,1,1,1,1,False,1,0,0,0,0,1,False,,False,bagynanov nikolaevich pavel,1,1,1696.0,75.38039046783807,0.0,0.0,30.0,54.19020048202531
ALRS,Григорьев Павел Анатольевич,Член СД,False,-0.2446799383235906,369.0,Григорьев Павел Анатольевич,,,,,,,,,,,Григорьев Павел Анатольевич,Член СД по CSV; 2024 годовым отчетом АЛРОСА как видимый член Наблюдательного совета на 31.12.2024 не подтвержден.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,False,,False,anatolevich grigorev pavel,1,1,369.0,59.94152310105566,0.0,0.0,0.0,39.57916296744822
ALRS,Григорьева Евгения Васильевна,Член СД,False,0.3892989375418608,619.0,Григорьева Евгения Васильевна,,,,,,,,,,,Григорьева Евгения Васильевна,"Член Наблюдательного совета; независимый директор АК ""АЛРОСА"" (ПАО) в 2024 году.",0,0,1,0,0,0,1,1,1,0,0.0,0,0,0,0.0,0,8,8,8,22,1,1,1,1,5,False,1,0,0,0,0,1,False,,False,evgeniia grigoreva vasilevna,1,1,619.0,65.17409025728429,0.0,0.0,30.0,65.77921987199495
ALRS,Донец Андрей Иванович,Член СД,False,,323.0,Донец Андрей Иванович,,,,,,,,,,,Донец Андрей Иванович,"Член Наблюдательного совета; независимый директор АК ""АЛРОСА"" (ПАО) в 2024 году.",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,4,4,4,18,1,1,1,1,4,False,1,0,0,0,0,1,False,,False,andrei donets ivanovich,1,0,323.0,58.59582224998695,0.0,0.0,30.0,0.0
ALRS,Дяченко Сергей Николаевич,Член СД,False,,502.0,Дяченко Сергей Николаевич,,,,,,,,,,,Дяченко Сергей Николаевич,"Член Наблюдательного совета; старший независимый директор АК ""АЛРОСА"" (ПАО) в 2024 году.",0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,14,14,14,14,1,1,1,1,1,False,1,1,0,0,0,1,False,,False,diachenko nikolaevich sergei,1,0,502.0,63.05427578674032,0.0,0.0,55.00000000000001,0.0
ALRS,Жондоров Валерий Алексеевич,Член СД,False,,383.0,Жондоров Валерий Алексеевич,,,,,,,,,,,Жондоров Валерий Алексеевич,Член СД по CSV; 2024 годовым отчетом АЛРОСА как видимый член Наблюдательного совета на 31.12.2024 не подтвержден.,0,0,1,0,0,0,0,1,0,1,0.0,0,1,0,0.0,0,0,0,0,44,0,0,0,1,0,False,1,0,0,1,0,1,False,,False,alekseevich valerii zhondorov,1,0,383.0,60.317983721657534,0.0,0.0,35.0,0.0
ALRS,Иванов Сергей Сергеевич,Член СД,False,,1575.0,Иванов Сергей Сергеевич,N,,,,,,,,,,Иванов Сергей Сергеевич,"Член Наблюдательного совета; заместитель председателя Наблюдательного совета АК ""АЛРОСА"" (ПАО) в 2024 году.",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,8,8,8,27,1,1,1,1,8,False,1,1,0,0,0,1,False,,False,ivanov sergeevich sergei,1,0,1575.0,74.63058210012592,1.0,28.906482631788784,55.00000000000001,0.0
ALRS,Маринычев Павел Алексеевич,CEO+Председатель правления | Член СД,True,0.3535512262497748,1252.0,Маринычев Павел Алексеевич,,,,,,,,,,,Маринычев Павел Алексеевич,"Генеральный директор - Председатель Правления АК ""АЛРОСА"" (ПАО); член Наблюдательного совета в 2024 году.",0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,10,10,10,29,1,1,1,1,2,True,1,0,0,0,0,1,True,json_2024,False,alekseevich marinychev pavel,1,1,1252.0,72.30580991662471,0.0,0.0,30.0,64.3018960908494
ALRS,Моисеев Алексей Владимирович,Член СД,False,,2733.0,Моисеев Алексей Владимирович,,,,,,,,,,,Моисеев Алексей Владимирович,"Член Наблюдательного совета АК ""АЛРОСА"" (ПАО) в 2024 году.",0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,7,7,7,14,1,1,1,1,7,False,1,1,0,0,0,1,False,,False,aleksei moiseev vladimirovich,1,0,1145.0,80.21446888856593,0.0,0.0,55.00000000000001,0.0
ALRS,Николаев Айсен Сергеевич,Член СД,False,0.5578875704637599,2433.0,Николаев Айсен Сергеевич,,,,,,,,,,,Николаев Айсен Сергеевич,"Член Наблюдательного совета; первый заместитель председателя Наблюдательного совета АК ""АЛРОСА"" (ПАО) в 2024 году.",0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,7,7,7,42,1,1,1,0,7,False,1,0,0,0,0,1,False,,False,aisen nikolaev sergeevich,1,1,2433.0,79.03631985193505,0.0,0.0,30.0,72.74637910105248
ALRS,Николаев Игорь Иванович,Член СД,False,,242.0,Николаев Игорь Иванович,,,,,,,,,,,Николаев Игорь Иванович,"Член Наблюдательного совета АК ""АЛРОСА"" (ПАО) в 2024 году; член Комитета по кадрам и вознаграждениям.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,8,1,1,1,1,1,False,1,0,0,0,0,1,False,,False,igor ivanovich nikolaev,1,0,242.0,55.67976698203723,0.0,0.0,30.0,0.0
