ticker,education_bachelor_or_higher,education_master_or_higher,education_doctoral,has_mba_emba,has_foreign_education,has_professional_retraining,has_law_education,has_economics_education,publications_count,has_research_experience,research_experience_years,patents_count,experience_years_same_sector,experience_years_same_industry,experience_years_same_industry_group,professional_experience_years,has_experience_same_sector,has_experience_same_industry,has_experience_same_industry_group,has_other_company_management,current_company_experience_years
CIAN,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.24166666666666664,0.2,0.24166666666666664,0.225,1.0,1.0,1.0,1.0,0.02
DATA,1.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333333333333333,0.03666666666666667,0.07333333333333333,0.076,1.0,1.0,1.0,0.6,0.016
DELI,0.7692307692307693,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.0,0.23076923076923078,0.6153846153846154,0.0,0.3076923076923077,0.0,0.0,0.06025641025641026,0.057692307692307696,0.057692307692307696,0.14923076923076922,1.0,1.0,1.0,1.0,0.04923076923076923
DIAS,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.30238095238095236,0.2952380952380952,0.30238095238095236,0.23571428571428574,1.0,1.0,1.0,0.7142857142857143,0.13428571428571429
DVEC,0.4666666666666667,0.4,0.06666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.002,0.06666666666666667,0.006666666666666667,0.0,0.08444444444444445,0.05222222222222222,0.08444444444444445,0.051333333333333335,1.0,1.0,1.0,0.8666666666666667,0.029333333333333333
ELFV,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.11388888888888887,0.0,0.2777777777777778,0.26296296296296295,0.2777777777777778,0.22,1.0,1.0,1.0,0.5555555555555556,0.2755555555555556
ENPG,0.8421052631578947,0.7368421052631579,0.3157894736842105,0.2631578947368421,0.42105263157894735,0.0,0.21052631578947367,0.5789473684210527,0.0,0.0,0.0,0.0,0.1131578947368421,0.10789473684210528,0.1131578947368421,0.22157894736842104,1.0,1.0,1.0,0.7894736842105263,0.08210526315789474
ETLN,1.0,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,1.0,0.0014285714285714286,0.42857142857142855,0.0,0.0,0.11190476190476191,0.11190476190476191,0.11190476190476191,0.25285714285714284,1.0,1.0,1.0,1.0,0.09142857142857143
EUTR,0.9,0.9,0.6,0.1,0.1,0.0,0.1,0.8,0.003333333333333333,0.2,0.0325,0.0,0.16,0.15166666666666667,0.16,0.242,1.0,1.0,1.0,0.8,0.066
FEES,0.9090909090909091,0.9090909090909091,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,0.6363636363636364,0.0,0.18181818181818182,0.011363636363636364,0.0,0.1590909090909091,0.15606060606060604,0.1590909090909091,0.1409090909090909,1.0,1.0,1.0,0.9090909090909091,0.08181818181818182
FESH,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0125,0.0,0.30833333333333335,0.10833333333333334,0.30833333333333335,0.28,1.0,1.0,1.0,1.0,0.06
FIVE,1.0,0.75,0.25,0.5,0.75,0.0,0.25,1.0,0.0,0.25,0.00625,0.0,0.1625,0.1625,0.1625,0.2475,1.0,1.0,1.0,0.75,0.195
FIXP,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21333333333333335,1.0,1.0,1.0,0.6666666666666666,0.03333333333333333
FLOT,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3666666666666667,0.3666666666666667,0.3666666666666667,0.25333333333333335,1.0,1.0,1.0,0.6666666666666666,0.24
GAZP,1.0,1.0,0.6818181818181818,0.045454545454545456,0.0,0.045454545454545456,0.18181818181818182,0.7272727272727273,0.12727272727272726,0.22727272727272727,0.0,0.05227272727272727,0.30757575757575756,0.30757575757575756,0.30757575757575756,0.33090909090909093,1.0,1.0,1.0,0.7272727272727273,0.23636363636363636
GEMC,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,1.0,1.0,1.0,0.16666666666666666,0.016666666666666666
GLTR,0.8461538461538461,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.8461538461538461,0.0,0.46153846153846156,0.5384615384615384,0.0,0.0,0.0,0.0,0.08974358974358974,0.06794871794871794,0.06794871794871794,0.06307692307692307,1.0,1.0,1.0,0.9230769230769231,0.03692307692307692
GMKN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.47,1.0,1.0,1.0,1.0,0.3
HEAD,1.0,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.0,0.05925925925925926,0.05925925925925926,0.05925925925925926,0.18333333333333332,1.0,1.0,1.0,1.0,0.008888888888888889
HNFG,0.7272727272727273,0.7272727272727273,0.0,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.0,0.12878787878787878,0.11666666666666668,0.11666666666666668,0.1,1.0,1.0,1.0,0.6363636363636364,0.045454545454545456
HYDR,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.09166666666666666,0.05833333333333333,0.09166666666666666,0.06833333333333334,1.0,1.0,1.0,1.0,0.07
IRAO,1.0,1.0,0.5454545454545454,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.8181818181818182,0.0,0.09090909090909091,0.03409090909090909,0.0,0.17575757575757575,0.1303030303030303,0.17575757575757575,0.21545454545454545,1.0,1.0,1.0,0.9090909090909091,0.09272727272727273
IVAT,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.0,0.2222222222222222,0.5555555555555556,0.0022222222222222222,0.2222222222222222,0.030555555555555558,0.0,0.1111111111111111,0.07407407407407407,0.1037037037037037,0.12666666666666668,1.0,1.0,1.0,0.8888888888888888,0.008888888888888889
KAZT,1.0,1.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.5384615384615384,0.0,0.15384615384615385,0.044230769230769226,0.01153846153846154,0.5884615384615385,0.5884615384615385,0.5884615384615385,0.37538461538461537,1.0,1.0,1.0,0.5384615384615384,0.6692307692307692
KZOS,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.05,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.42,1.0,1.0,1.0,1.0,0.4
LEAS,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.22,1.0,1.0,1.0,0.0,0.44
LENT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.2833333333333333,0.2833333333333333,0.46,1.0,1.0,1.0,1.0,0.12
LKOH,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.59,1.0,1.0,1.0,1.0,0.14
LSNGP,0.9230769230769231,0.9230769230769231,0.15384615384615385,0.07692307692307693,0.0,0.15384615384615385,0.15384615384615385,0.6153846153846154,0.0,0.15384615384615385,0.0,0.0,0.1423076923076923,0.13717948717948716,0.1423076923076923,0.13846153846153847,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.09692307692307692
LSRG,1.0,0.8888888888888888,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.2222222222222222,0.11388888888888887,0.0,0.30185185185185187,0.30185185185185187,0.30185185185185187,0.5455555555555556,1.0,1.0,1.0,0.8888888888888888,0.29555555555555557
MAGN,1.0,0.9,0.4,0.2,0.4,0.0,0.1,0.6,0.0,0.3,0.0075000000000000015,0.0,0.13166666666666665,0.13166666666666665,0.13166666666666665,0.199,1.0,1.0,1.0,0.9,0.14200000000000002
MBNK,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.41,1.0,1.0,1.0,1.0,0.26
MDMG,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0016666666666666668,0.16666666666666666,0.0,0.049999999999999996,0.1416666666666667,0.1416666666666667,0.1416666666666667,0.24666666666666667,1.0,1.0,1.0,1.0,0.06333333333333334
MGNT,1.0,1.0,0.0,0.1,0.2,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.24,0.16333333333333333,0.16333333333333333,0.18,1.0,1.0,1.0,0.9,0.072
MGTSP,0.875,0.75,0.0,0.375,0.375,0.125,0.0,0.75,0.0,0.0,0.0,0.0,0.24791666666666667,0.24791666666666667,0.24791666666666667,0.23625000000000002,1.0,1.0,1.0,0.875,0.0725
MOEX,0.7142857142857143,0.7142857142857143,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.21428571428571427,0.012499999999999999,0.0,0.3190476190476191,0.2392857142857143,0.2392857142857143,0.27214285714285713,1.0,1.0,1.0,0.7142857142857143,0.16999999999999998
MRKC,0.8571428571428571,0.8571428571428571,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.5,0.0,0.07142857142857142,0.0,0.0,0.16666666666666669,0.16428571428571428,0.16666666666666669,0.115,1.0,1.0,1.0,0.9285714285714286,0.13999999999999999
MRKP,0.8333333333333334,0.8333333333333334,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.19166666666666665,0.17777777777777778,0.19166666666666665,0.15333333333333335,1.0,1.0,1.0,1.0,0.04666666666666666
MRKU,0.8,0.8,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.2,0.4,0.0,0.0,0.0,0.0,0.1922222222222222,0.16999999999999998,0.1922222222222222,0.12266666666666667,1.0,1.0,1.0,0.8666666666666667,0.048
MRKV,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.15714285714285717,0.15714285714285717,0.15714285714285717,0.10714285714285714,1.0,1.0,1.0,0.5714285714285714,0.09857142857142856
MRKZ,1.0,1.0,0.1875,0.25,0.0625,0.0625,0.3125,0.5625,0.0,0.0,0.0,0.0,0.13958333333333334,0.13958333333333334,0.13958333333333334,0.130625,0.9375,0.9375,0.9375,0.875,0.0575
MSNG,0.42857142857142855,0.42857142857142855,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.0,0.11547619047619048,0.11547619047619048,0.11547619047619048,0.13071428571428573,1.0,1.0,1.0,0.5714285714285714,0.10714285714285714
MSRS,0.9333333333333333,0.8666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.4666666666666667,0.0,0.0,0.0,0.0,0.19777777777777777,0.18777777777777777,0.19777777777777777,0.1753333333333333,1.0,1.0,1.0,0.8,0.14133333333333334
MTLR,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2638888888888889,0.2638888888888889,0.2638888888888889,0.25333333333333335,1.0,1.0,1.0,0.8333333333333334,0.17333333333333334
MTSS,0.9,0.8,0.3,0.1,0.4,0.0,0.1,0.4,0.0,0.1,0.005,0.0,0.195,0.16,0.16333333333333333,0.191,1.0,1.0,1.0,0.7,0.164
MVID,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.05111111111111111,0.04666666666666666,0.05111111111111111,0.060000000000000005,0.6,0.5333333333333333,0.6,0.8666666666666667,0.014666666666666666
NKHP,0.3,0.3,0.1,0.0,0.0,0.0,0.1,0.3,0.001,0.1,0.0025,0.0,0.085,0.085,0.085,0.122,1.0,1.0,1.0,0.6,0.10200000000000001
NKNC,0.25,0.25,0.25,0.25,0.3333333333333333,0.0,0.08333333333333333,0.5,0.004166666666666667,0.16666666666666666,0.02708333333333333,0.0,0.20138888888888887,0.19305555555555554,0.20138888888888887,0.1825,1.0,1.0,1.0,0.9166666666666666,0.013333333333333334
NLMK,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.5454545454545454,0.0,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,0.0,0.02,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.13181818181818183,1.0,1.0,1.0,0.6363636363636364,0.19272727272727275
NMTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0725,1.0,1.0,1.0,0.0,0.075
NVTK,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0851851851851852,0.0851851851851852,0.0851851851851852,0.20111111111111113,1.0,1.0,1.0,0.6666666666666666,0.08666666666666667
OGKB,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1277777777777778,0.11388888888888889,0.1277777777777778,0.18666666666666668,1.0,1.0,1.0,1.0,0.13166666666666668
OKEY,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.18333333333333335,0.18333333333333335,0.18333333333333335,0.245,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.15333333333333332
OZON,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.13,1.0,1.0,1.0,1.0,0.0
OZPH,0.0,0.0,0.0,0.375,0.25,0.0,0.0,0.4375,0.0,0.0625,0.0,0.0,0.16458333333333333,0.16458333333333333,0.16458333333333333,0.146875,1.0,1.0,1.0,0.75,0.02625
PHOR,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.0,0.16666666666666666,0.3333333333333333,0.0005555555555555556,0.2222222222222222,0.0041666666666666675,0.0,0.06296296296296296,0.06296296296296296,0.06296296296296296,0.24444444444444446,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.07555555555555554
PIKK,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2,0.0,0.13333333333333333,0.2,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.18800000000000003,0.6,0.6,0.6,0.9333333333333333,0.08
PLZL,0.4,0.4,0.4,0.4,0.2,0.0,0.2,0.6,0.0,0.4,0.0,0.0,0.07666666666666667,0.05,0.07666666666666667,0.194,0.6,0.4,0.6,1.0,0.06
POLY,0.5,0.125,0.0,0.25,0.875,0.0,0.125,0.75,0.00125,0.0,0.0,0.0,0.07916666666666666,0.07916666666666666,0.07916666666666666,0.14875,0.875,0.875,0.875,1.0,0.095
POSI,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.14629629629629629,0.14629629629629629,0.14629629629629629,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1511111111111111
PRMD,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.1611111111111111,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.21666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.024444444444444446
QIWI,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.19,1.0,1.0,1.0,1.0,0.1
RASP,0.6,0.6,0.2,0.2,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.07833333333333334,0.07833333333333334,0.07833333333333334,0.147,1.0,1.0,1.0,0.9,0.082
RENI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,1.0,1.0,1.0,1.0,0.38
RKKE,0.2,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.052500000000000005,0.0,0.1716666666666667,0.155,0.1716666666666667,0.16399999999999998,1.0,1.0,1.0,0.7,0.027999999999999997
RNFT,0.5,0.5,0.4166666666666667,0.0,0.16666666666666666,0.0,0.16666666666666666,0.4166666666666667,0.0,0.3333333333333333,0.004166666666666667,0.0,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.24749999999999997,1.0,1.0,1.0,0.6666666666666666,0.18666666666666668
ROSN,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.0,0.07142857142857142,0.0,0.07142857142857142,0.5,0.0,0.2857142857142857,0.09464285714285714,0.0,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.2064285714285714,1.0,1.0,1.0,0.5714285714285714,0.1442857142857143
RTKM,0.7857142857142857,0.7142857142857143,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.025,0.0,0.1261904761904762,0.1261904761904762,0.1261904761904762,0.22571428571428573,1.0,1.0,1.0,0.8571428571428571,0.15142857142857144
RUAL,0.7142857142857143,0.5,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,0.07142857142857142,0.21428571428571427,0.13214285714285715,0.0,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.18,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.6428571428571429,0.09857142857142857
SBER,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.16666666666666666,0.0,0.1111111111111111,0.6111111111111112,0.0011111111111111111,0.2777777777777778,0.0,0.0,0.1537037037037037,0.14074074074074072,0.14074074074074072,0.20333333333333334,1.0,1.0,1.0,0.3888888888888889,0.1688888888888889
SELG,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,0.0016666666666666668,0.08333333333333333,0.0,0.004166666666666667,0.2041666666666667,0.2041666666666667,0.2041666666666667,0.1975,1.0,1.0,1.0,0.75,0.1416666666666667
SFIN,0.7,0.7,0.0,0.1,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.10833333333333332,0.08666666666666667,0.08666666666666667,0.123,1.0,1.0,1.0,0.8,0.088
SGZH,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.2,0.5333333333333333,0.0,0.0,0.0,0.0,0.07222222222222222,0.05333333333333334,0.07222222222222222,0.12000000000000001,1.0,1.0,1.0,0.8666666666666667,0.064
SMLT,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.0,0.0,0.5,0.050833333333333335,0.08333333333333333,0.0,0.0,0.07777777777777778,0.07777777777777778,0.07777777777777778,0.13,1.0,1.0,1.0,0.5,0.09333333333333334
SNGS,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.004545454545454546,0.38484848484848483,0.38484848484848483,0.38484848484848483,0.2790909090909091,1.0,1.0,1.0,0.45454545454545453,0.31272727272727274
SOFL,0.3,0.3,0.0,0.4,0.2,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.061,0.9,0.9,0.9,1.0,0.0
SPBE,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.2411111111111111,0.19333333333333333,0.19333333333333333,0.186,1.0,1.0,1.0,0.9333333333333333,0.11066666666666666
SVAV,0.5,0.5,0.25,0.5,0.5,0.0,0.125,0.5,0.00125,0.25,0.0,0.0,0.35625,0.32708333333333334,0.35625,0.3025,1.0,1.0,1.0,0.75,0.2
SVCB,0.6923076923076923,0.6153846153846154,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.6153846153846154,0.0,0.0,0.0,0.0,0.21153846153846154,0.1769230769230769,0.1769230769230769,0.15461538461538463,1.0,1.0,1.0,0.6153846153846154,0.15384615384615385
T,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.15925925925925927,0.04444444444444444,0.04444444444444444,0.11,1.0,1.0,1.0,1.0,0.022222222222222223
TATN,0.5,0.4444444444444444,0.3888888888888889,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.11944444444444444,0.11944444444444444,0.11944444444444444,0.11888888888888889,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.3888888888888889,0.12888888888888891
TGKA,0.5384615384615384,0.5384615384615384,0.38461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.46153846153846156,0.0,0.0,0.12692307692307692,0.11923076923076924,0.12692307692307692,0.19846153846153847,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.8461538461538461,0.12153846153846154
TGKB,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.08176470588235293,1.0,1.0,1.0,0.7647058823529411,0.07294117647058823
TRMK,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.13333333333333333,0.0,0.0,0.2,0.06733333333333333,0.26666666666666666,0.13166666666666668,0.010000000000000002,0.20555555555555557,0.20555555555555557,0.20555555555555557,0.16133333333333333,1.0,1.0,1.0,0.4666666666666667,0.20933333333333334
TRNFP,0.3,0.25,0.2,0.05,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.030833333333333334,0.030833333333333334,0.030833333333333334,0.036,0.7,0.7,0.7,0.4,0.024
TTLK,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0004761904761904762,0.09523809523809523,0.0,0.0,0.011111111111111112,0.009523809523809525,0.011111111111111112,0.009523809523809525,0.9523809523809523,0.9047619047619048,0.9523809523809523,0.42857142857142855,0.009523809523809525
UGLD,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.005,0.25,0.1,0.0,0.2625,0.25416666666666665,0.2625,0.18,1.0,1.0,1.0,0.5,0.0
