scenario,media_score,awards_score,expertise_score,face_score,communication_score,family,varied_component,target_weight
90,0.10801976070359827,0.2951425790688575,0.19410992643502656,0.23341098138143532,0.1693167524110824,dirichlet_10,,
91,0.18611081861593526,0.1778330820339049,0.27491529116396907,0.2470061593011048,0.11413464888508586,dirichlet_10,,
92,0.23199484643372884,0.30745607283608134,0.17853259657794057,0.10251580477110445,0.17950067938114492,dirichlet_10,,
93,0.05536789021685439,0.14709748467671555,0.19204427711518096,0.34271646401863914,0.2627738839726101,dirichlet_10,,
94,0.13824119614139574,0.22447202365495575,0.22890133344545394,0.1657521217389705,0.24263332501922394,dirichlet_10,,
95,0.09126214141240693,0.14492008366814058,0.29587570959430964,0.19992090431950021,0.2680211610056426,dirichlet_10,,
96,0.19581048285716185,0.15297158388513382,0.21788023890882813,0.15972946530802776,0.2736082290408484,dirichlet_10,,
97,0.10724224337966899,0.13848117385915684,0.3631859452200878,0.25279930703113007,0.13829133050995648,dirichlet_10,,
98,0.20755779298564883,0.2728748591187602,0.1819690125796665,0.13199377926079556,0.20560455605512898,dirichlet_10,,
99,0.20661984147839807,0.254486021182962,0.16634433413115082,0.09947705139589512,0.273072751811594,dirichlet_10,,
100,0.1460964919863331,0.14984392181339454,0.18740741104847464,0.3143367699387724,0.20231540521302532,dirichlet_10,,
101,0.2041234539612424,0.1939899583443041,0.15318184310593091,0.15747576789005388,0.29122897669846864,dirichlet_10,,
102,0.2417704566705573,0.19574723725407667,0.15332652929623514,0.23513022659025118,0.17402555018887972,dirichlet_10,,
103,0.16753899464816793,0.13326127848986352,0.19376595929850915,0.3025836349376321,0.2028501326258273,dirichlet_10,,
104,0.28118525343653117,0.1765033645444768,0.22323050495664573,0.12183637739716165,0.1972444996651848,dirichlet_10,,
105,0.2785639346162274,0.10049577227310433,0.2743667909235998,0.1597925167801687,0.18678098540689989,dirichlet_10,,
106,0.18538556193899117,0.32887565903564997,0.19232496175042768,0.10244167363346697,0.1909721436414642,dirichlet_10,,
107,0.2850603069511096,0.145895291576065,0.26813975535307083,0.16105817015901647,0.13984647596073813,dirichlet_10,,
108,0.2587592396085915,0.11133400035608575,0.24894793083461264,0.1539075989765169,0.2270512302241932,dirichlet_10,,
109,0.27276097946097516,0.16991811882055458,0.24898507423950228,0.1837347139945922,0.12460111348437576,dirichlet_10,,
110,0.14415434710079214,0.18378991611798767,0.3087826320764999,0.188561000915456,0.17471210378926424,dirichlet_10,,
111,0.2303058953504776,0.17297980187501005,0.21159594544934623,0.16003686735233355,0.22508148997283253,dirichlet_10,,
112,0.12247527219265875,0.2924907512494269,0.20991493969733346,0.2530589784367063,0.12206005842387464,dirichlet_10,,
113,0.3137881948906551,0.1387005400147839,0.18037378511652644,0.146985994140902,0.22015148583713262,dirichlet_10,,
114,0.2062311535384274,0.22022162057404543,0.09549391034848242,0.2071913178091624,0.2708619977298823,dirichlet_10,,
115,0.23714910237235856,0.1710033505244767,0.1617358741594763,0.16883363583054753,0.26127803711314096,dirichlet_10,,
116,0.17368173908735016,0.27833732739818595,0.1887164967337691,0.2293818011795474,0.1298826356011474,dirichlet_10,,
117,0.18472715337499235,0.24675009752587498,0.24617381133916968,0.17294490309552987,0.14940403466443303,dirichlet_10,,
118,0.20379191887094117,0.2809397676680492,0.25692872913697984,0.11272895803823359,0.14561062628579627,dirichlet_10,,
119,0.22177105627789515,0.15891978087231387,0.2720777829465856,0.23157911255691696,0.11565226734628839,dirichlet_10,,
120,0.19207527647888156,0.22225905397732473,0.20877460300672646,0.11846543262898449,0.2584256339080828,dirichlet_10,,
121,0.16849284608738943,0.22063643215471454,0.1547922755192,0.20512812654579643,0.25095031969289966,dirichlet_10,,
122,0.19536882158671479,0.24457171223363203,0.2604954555919557,0.11613350772630877,0.18343050286138884,dirichlet_10,,
123,0.29019785426972156,0.2767291294570294,0.16471105016623133,0.1342534342154012,0.13410853189161653,dirichlet_10,,
124,0.1991367374312737,0.21002579423650763,0.17953588750023727,0.2849004388373631,0.12640114199461833,dirichlet_10,,
125,0.1991610392759212,0.25582776472692537,0.19196327719670656,0.12194558946760639,0.23110232933284058,dirichlet_10,,
126,0.28565307717361016,0.1766066784902979,0.21440086459528354,0.11596859658474298,0.20737078315606552,dirichlet_10,,
127,0.1664049546268579,0.14225018740045706,0.1712889484321006,0.2059714172200866,0.31408449232049795,dirichlet_10,,
128,0.14578495144446685,0.2773168305002497,0.20978108651976032,0.24303611892830967,0.12408101260721352,dirichlet_10,,
129,0.14944256687998822,0.2146111091208589,0.162578179033656,0.25080460589478687,0.22256353907071008,dirichlet_10,,
130,0.2326124115813124,0.1780848421925501,0.1595701972228789,0.26833203003006895,0.1614005189731895,dirichlet_10,,
131,0.20143172271423984,0.2514644148973517,0.19706355749968418,0.1853600490651681,0.1646802558235561,dirichlet_10,,
132,0.18460786013833225,0.24213010409199895,0.1721402262766239,0.15986415684076152,0.24125765265228327,dirichlet_10,,
133,0.1279259023062565,0.17218688830916878,0.20531625640551898,0.24219918254575973,0.25237177043329606,dirichlet_10,,
134,0.2694504730045575,0.1285104075637531,0.2038090290385984,0.21489391789092369,0.18333617250216727,dirichlet_10,,
135,0.1864531034232733,0.3320385166720568,0.11133294199284555,0.22200158696298666,0.1481738509488377,dirichlet_10,,
136,0.2523648970195226,0.2008831179767051,0.11612590531407233,0.21046162603552956,0.2201644536541704,dirichlet_10,,
137,0.19115640916560764,0.24167866957199616,0.21930912378187864,0.16025662510048272,0.1875991723800347,dirichlet_10,,
138,0.21271263930297954,0.22308041220305028,0.16879663471482448,0.1591358210324396,0.23627449274670623,dirichlet_10,,
139,0.26981019712374904,0.1318012551629846,0.1514499623635535,0.19361372958599243,0.2533248557637205,dirichlet_10,,
140,0.258913210594624,0.0771592324390139,0.2340339852298809,0.19687196616667602,0.23302160556980525,dirichlet_10,,
141,0.14732955374940468,0.24481081637482702,0.10719033702455255,0.32848323249529576,0.1721860603559201,dirichlet_10,,
142,0.2672019657992207,0.291597396362632,0.21184337440220652,0.13784030994756,0.09151695348838064,dirichlet_10,,
143,0.29591736031842475,0.1470626655395223,0.1340572241290671,0.22920202502504997,0.19376072498793595,dirichlet_10,,
144,0.07511105936346137,0.17028694144172943,0.2510395262847833,0.2798845375688164,0.22367793534120964,dirichlet_10,,
145,0.27754631132136287,0.15185017769155204,0.1878756340806452,0.14304885184825264,0.23967902505818708,dirichlet_10,,
146,0.21234841408133875,0.24830896317583115,0.1637620446102477,0.14875528047451939,0.22682529765806317,dirichlet_10,,
147,0.15918127574999413,0.20616312486628513,0.1608216050765441,0.29931318352786096,0.17452081077931572,dirichlet_10,,
148,0.16512063285081893,0.18768994407199835,0.2518081807607513,0.20618679138950474,0.18919445092692672,dirichlet_10,,
149,0.24410428883146115,0.18715655607770712,0.26207162953438956,0.1434364053799392,0.16323112017650276,dirichlet_10,,
150,0.23321884800331785,0.23669152553291703,0.14427470153003105,0.20950592018188652,0.17630900475184744,dirichlet_10,,
151,0.10127320649356149,0.2000934075138004,0.1448389322298222,0.19298082180846862,0.3608136319543475,dirichlet_10,,
152,0.18908794152228195,0.16246406931775717,0.1986022065549611,0.24870967454997905,0.2011361080550207,dirichlet_10,,
153,0.23010926643433377,0.19330616842200693,0.1586250535555268,0.33441495126695775,0.0835445603211748,dirichlet_10,,
154,0.11730842468887243,0.21344225254435711,0.27418059566336117,0.18645765121620336,0.2086110758872059,dirichlet_10,,
155,0.21323099434855328,0.12324852354100299,0.1999695842307061,0.2643819986236929,0.19916889925604467,dirichlet_10,,
156,0.33517765685755513,0.24124126118011754,0.1541243380875063,0.1484175627499885,0.12103918112483252,dirichlet_10,,
157,0.12847831771580956,0.1028849369093213,0.2538903875248523,0.17937928723140273,0.33536707061861415,dirichlet_10,,
158,0.25893784848695667,0.21083310070880626,0.15345379502286383,0.14854271404552613,0.22823254173584712,dirichlet_10,,
159,0.1744780467234486,0.17300714121812896,0.21899628368784899,0.23658601642661153,0.196932511943962,dirichlet_10,,
160,0.24445364185369264,0.2856128807911239,0.1466291612806035,0.14326823998798421,0.18003607608659583,dirichlet_10,,
161,0.2778540242521103,0.2203698255734279,0.10107586637519711,0.20255840098474065,0.1981418828145241,dirichlet_10,,
162,0.22046225964975313,0.2162270717573299,0.18295621985266447,0.19387199964929985,0.18648244909095266,dirichlet_10,,
163,0.16287311473674956,0.2474648609096403,0.22231906733239903,0.19038397877399682,0.17695897824721443,dirichlet_10,,
164,0.15484278810698568,0.22425156496539964,0.14390463208945614,0.2467590188169729,0.23024199602118556,dirichlet_10,,
165,0.16826532778580106,0.21502699124755825,0.13935324747266054,0.21427076464901337,0.26308366884496664,dirichlet_10,,
166,0.19772591064757786,0.1799389485233023,0.20139366699185807,0.18355631233886582,0.23738516149839603,dirichlet_10,,
167,0.22042474327753422,0.1299599345072214,0.2629424173701522,0.27389017058796206,0.11278273425712995,dirichlet_10,,
168,0.2427472545889664,0.19213133751480288,0.13007261220230046,0.16866356237435415,0.2663852333195762,dirichlet_10,,
169,0.20666239189498992,0.10315562396909213,0.21567086763786542,0.16181327282361627,0.31269784367443626,dirichlet_10,,
170,0.1817676421324183,0.14974212373481197,0.19889015834010967,0.15381780186529437,0.3157822739273657,dirichlet_10,,
171,0.2530570330636945,0.2217031674625965,0.20671621495919176,0.14399617386171337,0.1745274106528038,dirichlet_10,,
172,0.2498239169367765,0.19391795191574868,0.20054743177216702,0.17815999051563763,0.17755070885967017,dirichlet_10,,
173,0.22927005651226118,0.2721442455884313,0.18920895949307423,0.07772717754796864,0.23164956085826474,dirichlet_10,,
174,0.1309925084623117,0.12384617377666104,0.36943668345264175,0.24427752876343062,0.1314471055449549,dirichlet_10,,
175,0.19061231512201132,0.2398075242728517,0.19005069247955264,0.18126024918729727,0.19826921893828706,dirichlet_10,,
176,0.10509676016664701,0.2585765850888973,0.15798953682305672,0.23078884725124996,0.2475482706701489,dirichlet_10,,
177,0.16762719655950642,0.21686161616086846,0.20592296647903569,0.15052924790642788,0.2590589728941617,dirichlet_10,,
178,0.2508678424653475,0.24885256793082686,0.09428032220389856,0.15832061027241887,0.24767865712750833,dirichlet_10,,
179,0.20627338554426072,0.12362724507252414,0.24292442767500383,0.21158845692523334,0.2155864847829779,dirichlet_10,,
180,0.12158795243020266,0.1841009673929223,0.2978628062131134,0.21083003109868068,0.18561824286508105,dirichlet_10,,
181,0.29603501282212236,0.17753761725062359,0.0886636533129001,0.22759503471567208,0.21016868189868196,dirichlet_10,,
182,0.14082754733498246,0.2393825659998315,0.11157078001190693,0.17958121851517814,0.328637888138101,dirichlet_10,,
183,0.2966651603756586,0.16386577844612227,0.3041658693448661,0.08795043950303827,0.14735275233031472,dirichlet_10,,
184,0.17239115286135762,0.17780805082024284,0.2171672206970883,0.257785631122013,0.17484794449929822,dirichlet_10,,
185,0.19178592983591733,0.2891817629310413,0.15815906423572307,0.18452853980900005,0.17634470318831827,dirichlet_10,,
186,0.13601526903999522,0.21400935036083388,0.24303288768903805,0.18394841601768386,0.22299407689244888,dirichlet_10,,
187,0.27889882106389813,0.20744554108676067,0.14847053613625108,0.20322517807787227,0.16195992363521794,dirichlet_10,,
188,0.13994156757773032,0.12274205326728038,0.224271414546194,0.2018968792127564,0.31114808539603883,dirichlet_10,,
189,0.12883884976478124,0.28851431423228224,0.18894116233778674,0.236649292422879,0.15705638124227073,dirichlet_10,,
190,0.14973306468208802,0.1976705207035122,0.2299294760463231,0.17291953853797234,0.24974740003010426,dirichlet_10,,
191,0.1915241929720114,0.14208236884794265,0.17158453456675313,0.25641412807318326,0.2383947755401095,dirichlet_10,,
192,0.21534516951752214,0.15481245885722614,0.20861520334534303,0.27654255708974107,0.14468461119016776,dirichlet_10,,
193,0.2146517178184053,0.178014452466119,0.24585316215999767,0.17715394514556093,0.1843267224099171,dirichlet_10,,
194,0.2924063011523478,0.2222522803738017,0.13797403190314703,0.16485768965621295,0.1825096969144904,dirichlet_10,,
195,0.10298904882069111,0.23320683020211846,0.2250646861286773,0.22391337314637105,0.21482606170214194,dirichlet_10,,
196,0.25786705848669583,0.23040864208813938,0.14038271281062975,0.18016191905053813,0.19117966756399699,dirichlet_10,,
197,0.1098509528076381,0.28120597874272446,0.16721595162685005,0.1854557035458513,0.2562714132769362,dirichlet_10,,
198,0.17451999367222137,0.19043003465252514,0.2013283721254274,0.175745288560242,0.25797631098958407,dirichlet_10,,
199,0.202083950417715,0.13906491476198243,0.29208572498274693,0.20565609871392426,0.16110931112363147,dirichlet_10,,
200,0.1930101054485621,0.22154642555639437,0.28719337196428696,0.1585241502755503,0.13972594675520614,dirichlet_10,,
201,0.18513900823709378,0.3183170822635706,0.12129051729833258,0.141376089480292,0.23387730272071114,dirichlet_10,,
202,0.15013907487280476,0.2020336691115752,0.2863970271248213,0.1944507899907541,0.16697943890004469,dirichlet_10,,
203,0.1871140091480959,0.1501991722688724,0.17396324174881259,0.2874876187505927,0.20123595808362643,dirichlet_10,,
204,0.24636885971911038,0.11650088117767257,0.24450750585718278,0.17235253794062533,0.22027021530540886,dirichlet_10,,
205,0.15978451884934788,0.3650413023039625,0.18015288958841064,0.12380202934786863,0.17121925991041026,dirichlet_10,,
206,0.29522852407637795,0.13166494217205074,0.19577052675765835,0.1943573702352974,0.18297863675861545,dirichlet_10,,
207,0.18010862347619447,0.21365350166971542,0.1207534654872654,0.27381523246277206,0.2116691769040527,dirichlet_10,,
208,0.1286271943546108,0.11197032860815334,0.13962717088590273,0.20116712448998658,0.41860818166134656,dirichlet_10,,
209,0.20725371321129724,0.27095199496832534,0.22308375427192376,0.12702671355915615,0.17168382398929752,dirichlet_10,,
210,0.28069884114078014,0.2079422513848393,0.15453304550078298,0.15145049498399346,0.205375366989604,dirichlet_10,,
211,0.1420360398970243,0.264826221444899,0.2665561814943644,0.15137427554580793,0.17520728161790447,dirichlet_10,,
212,0.19727380651956075,0.11429340876536508,0.27905762068261164,0.19610884616139396,0.2132663178710685,dirichlet_10,,
213,0.3333228862833564,0.15901867125961086,0.11727821782873615,0.2659865282295837,0.12439369639871284,dirichlet_10,,
214,0.22897491331481126,0.21919614648470626,0.08846829119122401,0.21695111408217263,0.24640953492708573,dirichlet_10,,
215,0.17642735732227696,0.13589733063500092,0.1781513511235877,0.24582983973644532,0.263694121182689,dirichlet_10,,
216,0.17334418850970318,0.23760098930574944,0.2529104512309321,0.16659659006114752,0.1695477808924676,dirichlet_10,,
217,0.2323278357950125,0.17307595626548006,0.14580053910588037,0.15513060110153176,0.29366506773209533,dirichlet_10,,
218,0.3370528812989654,0.21280954175801378,0.15882147413939648,0.12197673334318332,0.16933936946044098,dirichlet_10,,
219,0.21934309594612117,0.09597665040945573,0.3150097150303801,0.20300905347039494,0.16666148514364812,dirichlet_10,,
220,0.28657273299533575,0.11999590658747027,0.20036882702011125,0.26703917451388526,0.12602335888319757,dirichlet_10,,
221,0.23743022450599516,0.16136896760526004,0.14082400523067526,0.2619674625058707,0.19840934015219874,dirichlet_10,,
222,0.22493196932221918,0.12169496452982238,0.18577468581906162,0.16729513868924292,0.3003032416396538,dirichlet_10,,
223,0.22575662636815458,0.1573390255103535,0.1565567809295409,0.3489388021356398,0.11140876505631107,dirichlet_10,,
224,0.3070607759797607,0.15365495527801326,0.20517548296923407,0.11050480732034675,0.22360397845264512,dirichlet_10,,
225,0.17523055526117992,0.21131679752755644,0.15066292215393887,0.17303544160357356,0.28975428345375115,dirichlet_10,,
226,0.24210834818577104,0.206891818509501,0.2005696410173581,0.1942128382782237,0.15621735400914602,dirichlet_10,,
227,0.25729557933862385,0.1707409240072035,0.2354086801294768,0.23296296110306683,0.1035918554216291,dirichlet_10,,
228,0.19402797277261347,0.15007290249967478,0.23945170674394747,0.22542107306283377,0.19102634492093032,dirichlet_10,,
229,0.14665513253168838,0.23819850437418616,0.11601306119039609,0.33398401212972867,0.16514928977400076,dirichlet_10,,
230,0.1344922314127767,0.2847536900664699,0.18288919327131928,0.16119055141020786,0.23667433383922626,dirichlet_10,,
231,0.2620666115382255,0.10877815534797773,0.1591052378353749,0.1861074528238868,0.28394254245453504,dirichlet_10,,
232,0.2685610281884334,0.24700267548624094,0.17417346620318305,0.1589109610426322,0.15135186907951026,dirichlet_10,,
233,0.23036986978050997,0.23980955551142163,0.14807175891334462,0.16993352162311137,0.21181529417161257,dirichlet_10,,
234,0.18058481319826641,0.16524121521361387,0.12901260524209152,0.34306390964464273,0.18209745670138555,dirichlet_10,,
235,0.17910642483452963,0.25932766598008666,0.11983064254551906,0.21463536750209045,0.22709989913777412,dirichlet_10,,
236,0.19004728114472605,0.2031724037766445,0.13436246132270013,0.1412810718151527,0.33113678194077656,dirichlet_10,,
237,0.1454707568309809,0.32936058503846427,0.2021431080397643,0.17844416751168554,0.144581382579105,dirichlet_10,,
238,0.10333593698118532,0.24861414600086665,0.24180383082693885,0.22721581727148446,0.17903026891952464,dirichlet_10,,
239,0.18688086823461064,0.2987325556405408,0.1924473306289334,0.15913436273573373,0.16280488276018137,dirichlet_10,,
240,0.16376495507035177,0.26601663539858356,0.2803528043376262,0.1430173550266503,0.1468482501667882,dirichlet_10,,
241,0.14911704774437406,0.28337378539324765,0.27544182607392936,0.1279486774856744,0.1641186633027744,dirichlet_10,,
242,0.20551287104971186,0.17154214516118468,0.27316364523655834,0.23262764372743955,0.11715369482510556,dirichlet_10,,
243,0.24513798284425478,0.1821830775827926,0.2111996384200949,0.15598896838314835,0.20549033276970946,dirichlet_10,,
