model_id,sample,outcome,block,specification,family,formula,term,coef,se_hc3,t,p_value,ci_low,ci_high,n,is_focal,term_status,effect_pp_per_10_points,se_pp_hc3,ci_low_pp,ci_high_pp
all_managers__roa_2025__education__M3__main,all_managers,roa_2025,education,M3,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,-0.05497085992952311,0.054498896578690545,-1.0086600533306413,0.3160004460334325,-0.16332926698985367,0.053387547130807456,93,False,ok,,,,
all_managers__roa_2025__education__M3__main,all_managers,roa_2025,education,M3,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.02929461017746589,0.048934247813947354,0.5986525079295543,0.5509966900825272,-0.06799978432754303,0.1265890046824748,93,False,ok,,,,
all_managers__roa_2025__education__M3__main,all_managers,roa_2025,education,M3,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.02781292460200257,0.032319880204783935,0.860551599380178,0.39190591602596936,-0.036447655982677664,0.09207350518668281,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),Intercept,-0.16153449122337035,0.25280395393059024,-0.6389713796474924,0.524713532110055,-0.6648285018900917,0.3417595194433509,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),expertise_score_10,0.01030997477074875,0.013390223715362772,0.769962846768571,0.4436476145329915,-0.01634791286371401,0.036967862405211514,93,True,ok,1.030997477074875,1.3390223715362772,-1.634791286371401,3.6967862405211513
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),roa_2024,0.791698382413559,0.2506346288789605,3.1587749304821546,0.002254366341621868,0.29272316616717464,1.2906735986599434,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),log_assets_2024,0.0005994617822116633,0.0075333504262451055,0.07957439230799951,0.9367795674435277,-0.014398286832209707,0.015597210396633032,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),age,0.0002682463020138781,0.00039345091554175346,0.6817783144424059,0.497398598346518,-0.000515054299913698,0.0010515469039414542,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),leverage_2024,-0.08140666999325956,0.06608436190752817,-1.2318598174129591,0.2217022616331159,-0.21297052819115297,0.05015718820463387,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),fixed_assets_ratio_2024,-0.028132005164977648,0.049400673684818465,-0.5694660227603944,0.5706763164613458,-0.12648119156772133,0.07021718123776603,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),state_2024,0.02191308357784425,0.03249242261458306,0.674405963438668,0.502047219908555,-0.04277436074298912,0.08660052789867762,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),"industry_group_Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",-0.04336179829987817,0.3202322552237108,-0.1354073413672401,0.8926386554378103,-0.6808952449509601,0.5941716483512037,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Деятельность холдинговых компаний,0.11230037494894264,0.15182929915059556,0.7396489055617309,0.46173339376641154,-0.1899685402247539,0.41456929012263916,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Передача электроэнергии,0.19431275205202894,0.15584044090689422,1.2468698812788892,0.21617644637815958,-0.11594173292978296,0.5045672370338409,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),"industry_group_Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",0.19180530326723655,0.15886287892635745,1.2073638886788014,0.23094052712351346,-0.12446639358628869,0.5080770001207617,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),"industry_group_Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций",0.11476602073815509,0.15599984712078846,0.7356803410793947,0.46413179370924923,-0.19580581763733848,0.42533785911364863,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Прочие,0.12181123737787368,0.14895678103154042,0.817762283357084,0.41598401163697113,-0.17473893351839342,0.4183614082741408,93,False,ok,,,,
all_managers__roa_2025__education__M4__main,all_managers,roa_2025,education,M4,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Разработка компьютерного программного обеспечения,0.05678547158709115,0.14673215904271086,0.3870008589634533,0.6998094480892483,-0.23533581714350058,0.34890676031768286,93,False,ok,,,,
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,-0.09010624851692471,0.15149858061127033,-0.5947662885907031,0.5549141967390843,-0.3950570746718911,0.21484457763804166,54,False,ok,,,,
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,expertise_score_10,0.012084813532232452,0.017206236921352154,0.7023507573138058,0.4859994977458458,-0.022549545040722284,0.04671917210518719,54,True,ok,1.2084813532232452,1.7206236921352154,-2.2549545040722285,4.6719172105187186
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,roa_2024,0.9900337129533997,0.34392082887031594,2.878667500905323,0.006040628638876628,0.29775699014361867,1.6823104357631808,54,False,ok,,,,
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_employees_2024,-0.0026483366057407356,0.007908431385644014,-0.33487508161835955,0.7392415967351591,-0.018567183336259854,0.013270510124778381,54,False,ok,,,,
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,0.0005762445786180623,0.0005287960622444873,1.0897293300032882,0.2815082864059312,-0.0004881666877997907,0.0016406558450359154,54,False,ok,,,,
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,0.014881313872126423,0.1002127796809008,0.14849716692333803,0.8825994942303836,-0.18683654930304117,0.21659917704729403,54,False,ok,,,,
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.037178702475862836,0.08274129272068002,0.4493367368741937,0.6552988167390105,-0.1293708814904982,0.20372828644222385,54,False,ok,,,,
all_managers__roa_2025__education__M5__main,all_managers,roa_2025,education,M5,main,roa_2025 ~ expertise_score_10 + roa_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.0021072880597237153,0.06731849579908203,0.03130325528979586,0.9751631227692698,-0.13339781586012459,0.137612391979572,54,False,ok,,,,
all_managers__roa_2024__education__C2024__main,all_managers,roa_2024,education,C2024,main,roa_2024 ~ expertise_score_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,0.7179293407493681,0.21455206142204586,3.3461777807724142,0.001216389075007287,0.2914139588293879,1.1444447226693484,93,False,ok,,,,
all_managers__roa_2024__education__C2024__main,all_managers,roa_2024,education,C2024,main,roa_2024 ~ expertise_score_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,expertise_score_10,0.0023942756309655636,0.01111457976511324,0.21541755797918552,0.8299518447372515,-0.0197007776720751,0.024489328934006224,93,True,ok,0.23942756309655636,1.111457976511324,-1.97007776720751,2.4489328934006225
all_managers__roa_2024__education__C2024__main,all_managers,roa_2024,education,C2024,main,roa_2024 ~ expertise_score_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,-0.020004075663890043,0.007925399429452156,-2.5240463704014005,0.013438371862926162,-0.0357592482878052,-0.00424890303997489,93,False,ok,,,,
all_managers__roa_2024__education__C2024__main,all_managers,roa_2024,education,C2024,main,roa_2024 ~ expertise_score_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,-0.00044575343379365086,0.0002899185633032934,-1.5375125646139929,0.1278391090547072,-0.0010220924628079405,0.00013058559522063874,93,False,ok,,,,
all_managers__roa_2024__education__C2024__main,all_managers,roa_2024,education,C2024,main,roa_2024 ~ expertise_score_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,-0.20146904248205016,0.051875539480981135,-3.8837001889091436,0.0002014215884042983,-0.30459420188339537,-0.09834388308070499,93,False,ok,,,,
all_managers__roa_2024__education__C2024__main,all_managers,roa_2024,education,C2024,main,roa_2024 ~ expertise_score_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,-0.04837605970764416,0.05338377679424252,-0.9061940277118338,0.36736513846066127,-0.15449949565514767,0.057747376239859365,93,False,ok,,,,
all_managers__roa_2024__education__C2024__main,all_managers,roa_2024,education,C2024,main,roa_2024 ~ expertise_score_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,-0.027424421552730303,0.02606699805318388,-1.0520744082911622,0.2957125858869995,-0.07924389863662047,0.024395055531159865,93,False,ok,,,,
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,-0.11426461960831351,0.18808846723718395,-0.6075046561160136,0.5451356513784837,-0.4882348827825872,0.25970564356596015,93,False,ok,,,,
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,expertise_score_10,0.012250258609900692,0.010460468707392322,1.1711003543506173,0.24483098862465122,-0.008547955618177196,0.033048472837978585,93,True,ok,1.2250258609900693,1.0460468707392323,-0.8547955618177197,3.3048472837978586
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,roa_2024,0.7328868296178138,0.18826846629318483,3.8927752695266085,0.0001965282612344125,0.3585586800971174,1.1072149791385102,93,False,ok,,,,
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,0.0019512245715566253,0.0061134204664528265,0.3191706806793185,0.7503801449907391,-0.010203893146805957,0.014106342289919206,93,False,ok,,,,
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,0.00032845836159079843,0.0003767873331590278,0.8717340862734589,0.38580910689462344,-0.0004206958008732245,0.0010776125240548214,93,False,ok,,,,
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,-0.05592473950913226,0.05394923963452766,-1.0366177519458546,0.30285410296487614,-0.16319028130726176,0.05134080228899724,93,False,ok,,,,
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.026695928395392605,0.047048271949674245,0.5674157049582657,0.5719273881424379,-0.06684864082440548,0.12024049761519068,93,False,ok,,,,
all_managers__roa_2025_w__education__W2025__main,all_managers,roa_2025_w,education,W2025,main,roa_2025_w ~ expertise_score_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.029276826936163923,0.03141359017601794,0.9319796550511668,0.35398671432334383,-0.03318180626945427,0.09173546014178212,93,False,ok,,,,
all_managers__roa_2025__index_equal__M1__main,all_managers,roa_2025,index_equal,M1,main,roa_2025 ~ index_equal_10,Intercept,0.21593934151914718,0.09739070132497342,2.2172480388923423,0.03053918794998786,0.020990671883781314,0.410888011154513,60,False,ok,,,,
all_managers__roa_2025__index_equal__M1__main,all_managers,roa_2025,index_equal,M1,main,roa_2025 ~ index_equal_10,index_equal_10,-0.029969526878097907,0.02188904329515915,-1.3691565443943265,0.1762291808917734,-0.07378520755323002,0.013846153797034206,60,True,ok,-2.9969526878097907,2.188904329515915,-7.378520755323002,1.3846153797034206
all_managers__roa_2025__index_equal__M2__main,all_managers,roa_2025,index_equal,M2,main,roa_2025 ~ index_equal_10 + roa_2024,Intercept,0.1591631136488857,0.06959642512556674,2.2869438101414206,0.02593237851032405,0.019798676244805524,0.29852755105296586,60,False,ok,,,,
all_managers__roa_2025__index_equal__M2__main,all_managers,roa_2025,index_equal,M2,main,roa_2025 ~ index_equal_10 + roa_2024,index_equal_10,-0.030217927301695702,0.01625107507742591,-1.8594417389450688,0.06812844507836249,-0.062760143820586,0.0023242892171946097,60,True,ok,-3.02179273016957,1.625107507742591,-6.276014382058601,0.23242892171946097
all_managers__roa_2025__index_equal__M2__main,all_managers,roa_2025,index_equal,M2,main,roa_2025 ~ index_equal_10 + roa_2024,roa_2024,0.6671103936474352,0.14427708524573477,4.6238139099580735,2.20798507863914e-05,0.37820051387566717,0.9560202734192031,60,False,ok,,,,
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,0.11248197625284002,0.15562859029689247,0.7227590768396623,0.47333498091258425,-0.20043027667815327,0.4253942291838333,56,False,ok,,,,
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,index_equal_10,-0.027544587743729154,0.019263283361418786,-1.429900979336496,0.15922257872202406,-0.06627601481616231,0.011186839328704009,56,True,ok,-2.754458774372915,1.9263283361418786,-6.627601481616232,1.1186839328704008
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,roa_2024,0.6631066019519465,0.18388050309528436,3.6061822259009904,0.0007379971762104617,0.29339007117913757,1.0328231327247555,56,False,ok,,,,
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,0.0013033060578814585,0.006696473384274331,0.1946257355314931,0.8465073802295535,-0.01216085608204608,0.014767468197808997,56,False,ok,,,,
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,0.00036931498132810085,0.000432295214909897,0.8543119807723917,0.3971759385676593,-0.0004998728033243751,0.0012385027659805768,56,False,ok,,,,
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,-0.06309556279572755,0.07330507764323652,-0.8607256799154219,0.3936682638419746,-0.2104852998155619,0.0842941742241068,56,False,ok,,,,
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.003222016955923079,0.03397779277486803,0.0948271412822987,0.9248468929134507,-0.06509491418458008,0.07153894809642625,56,False,ok,,,,
all_managers__roa_2025__index_equal__M3__main,all_managers,roa_2025,index_equal,M3,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.041131856504062855,0.029614864766253215,1.3888922616635921,0.17127640911583372,-0.018412819937307083,0.1006765329454328,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),Intercept,-0.2191661287909029,0.4085774354516794,-0.5364127085202743,0.5944377990704688,-1.0431410556468146,0.6048087980650088,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),index_equal_10,-0.03373347438258832,0.027111598750761294,-1.2442451178442984,0.22014912102971632,-0.08840922409184343,0.020942275326666794,56,True,ok,-3.373347438258832,2.711159875076129,-8.840922409184342,2.0942275326666793
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),roa_2024,0.5196575522763202,0.3982255564941673,1.3049327040966328,0.19885620822804523,-0.2834408210386261,1.3227559255912664,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),log_assets_2024,0.008912228529530417,0.010890953283281466,0.8183148249484682,0.4176893175731482,-0.013051471999017971,0.030875929058078806,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),age,0.0005715197789244137,0.0004869125934930182,1.1737625737392408,0.24695049998557636,-0.0004104330500787446,0.0015534726079275722,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),leverage_2024,-0.03763284698845331,0.09371569723746,-0.40156396524584276,0.6899938059810307,-0.22662856255243544,0.1513628685755288,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),fixed_assets_ratio_2024,-0.05016809009281201,0.06256229605921032,-0.8018901679268905,0.4270259703959632,-0.17633698452120308,0.07600080433557907,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),state_2024,-0.002202659031161485,0.022426120072391018,-0.09821846240238394,0.9222152486205619,-0.047429240440098976,0.043023922377776004,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),"industry_group_Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",0.31590291250025615,0.40127025638387287,0.7872572349295919,0.43544925901637554,-0.4933356833312492,1.1251415083317615,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Деятельность холдинговых компаний,0.18142471753326156,0.24455471979874088,0.7418573547980064,0.4622067652835733,-0.31176687816920545,0.6746163132357286,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Передача электроэнергии,0.2596610961041165,0.26016647385042924,0.9980574831997634,0.32383503284242515,-0.26501460221065376,0.7843367944188867,56,False,ok,,,,
all_managers__roa_2025__index_equal__M4__main,all_managers,roa_2025,index_equal,M4,main,roa_2025 ~ index_equal_10 + roa_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Прочие,0.18562310069074672,0.24531845467381247,0.7566617886027383,0.4533785382508921,-0.3091087131765554,0.6803549145580489,56,False,ok,,,,
